#YY,MM,DD,hh,mm,WDIR,WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2012,8,11,17,55,270,11.6,NAN,NAN,NAN,NAN,NAN,NAN,19,23.8,NAN,NAN,NAN
2012,8,11,18,55,266,11,NAN,NAN,NAN,NAN,NAN,NAN,19.6,23.8,NAN,NAN,NAN
2012,8,11,19,55,268,10.9,NAN,NAN,NAN,NAN,NAN,NAN,20.2,23.7,NAN,NAN,NAN
2012,8,11,20,55,277,9.7,NAN,NAN,NAN,NAN,NAN,NAN,20.6,23.8,NAN,NAN,NAN
2012,8,11,21,55,279,10.1,NAN,NAN,NAN,NAN,NAN,NAN,21.5,23.8,NAN,NAN,NAN
2012,8,11,22,55,292,9.4,NAN,NAN,NAN,NAN,NAN,NAN,21.5,23.8,NAN,NAN,NAN
2012,8,12,1,55,338,6.9,NAN,NAN,NAN,NAN,NAN,NAN,21.7,23.8,NAN,NAN,NAN
2012,8,12,2,55,335,7.1,NAN,NAN,NAN,NAN,NAN,NAN,21.5,23.8,NAN,NAN,NAN
2012,8,12,3,55,330,6.6,NAN,NAN,NAN,NAN,NAN,NAN,21.6,23.7,NAN,NAN,NAN
2012,8,12,4,55,334,7.7,NAN,NAN,NAN,NAN,NAN,NAN,21.5,23.7,NAN,NAN,NAN
2012,8,12,5,55,329,6.9,NAN,NAN,NAN,NAN,NAN,NAN,21.4,23.6,NAN,NAN,NAN
2012,8,12,6,55,300,9.9,NAN,NAN,NAN,NAN,NAN,NAN,20.5,23.6,NAN,NAN,NAN
2012,8,12,7,55,311,7.1,NAN,NAN,NAN,NAN,NAN,NAN,19.8,23.5,NAN,NAN,NAN
2012,8,12,8,55,321,8.1,NAN,NAN,NAN,NAN,NAN,NAN,20.4,23.5,NAN,NAN,NAN
2012,8,12,9,55,327,7.2,NAN,NAN,NAN,NAN,NAN,NAN,20.3,23.5,NAN,NAN,NAN
2012,8,12,10,55,329,7.1,NAN,NAN,NAN,NAN,NAN,NAN,20.6,23.5,NAN,NAN,NAN
2012,8,12,11,55,340,7,NAN,NAN,NAN,NAN,NAN,NAN,20.5,23.4,NAN,NAN,NAN
2012,8,12,12,55,337,6.8,NAN,NAN,NAN,NAN,NAN,NAN,20.9,23.4,NAN,NAN,NAN
2012,8,12,13,55,326,6.4,NAN,NAN,NAN,NAN,NAN,NAN,21.1,23.4,NAN,NAN,NAN
2012,8,12,14,55,336,6.1,NAN,NAN,NAN,NAN,NAN,NAN,21.2,23.5,NAN,NAN,NAN
2012,8,12,15,55,320,5.2,NAN,NAN,NAN,NAN,NAN,NAN,21.4,23.5,NAN,NAN,NAN
2012,8,12,16,55,323,5.1,NAN,NAN,NAN,NAN,NAN,NAN,21.6,23.6,NAN,NAN,NAN
2012,8,12,17,55,302,5.5,NAN,NAN,NAN,NAN,NAN,NAN,22,23.7,NAN,NAN,NAN
2012,8,12,18,55,312,5.6,NAN,NAN,NAN,NAN,NAN,NAN,22.1,23.7,NAN,NAN,NAN
2012,8,12,19,55,303,5.9,NAN,NAN,NAN,NAN,NAN,NAN,22.4,23.7,NAN,NAN,NAN
2012,8,12,20,55,297,5.7,NAN,NAN,NAN,NAN,NAN,NAN,22.7,23.7,NAN,NAN,NAN
2012,8,12,21,55,308,5.4,NAN,NAN,NAN,NAN,NAN,NAN,23.6,23.7,NAN,NAN,NAN
2012,8,12,22,55,307,4.8,NAN,NAN,NAN,NAN,NAN,NAN,23.7,23.7,NAN,NAN,NAN
2012,8,13,1,55,286,3.8,NAN,NAN,NAN,NAN,NAN,NAN,23.8,23.6,NAN,NAN,NAN
2012,8,13,2,55,265,3.7,NAN,NAN,NAN,NAN,NAN,NAN,23.7,23.6,NAN,NAN,NAN
2012,8,13,3,55,264,4.7,NAN,NAN,NAN,NAN,NAN,NAN,23.6,23.6,NAN,NAN,NAN
2012,8,13,4,55,261,5.4,NAN,NAN,NAN,NAN,NAN,NAN,23.2,23.6,NAN,NAN,NAN
2012,8,13,5,55,259,5.1,NAN,NAN,NAN,NAN,NAN,NAN,22.8,23.6,NAN,NAN,NAN
2012,8,13,6,55,258,5,NAN,NAN,NAN,NAN,NAN,NAN,22.4,23.6,NAN,NAN,NAN
2012,8,13,7,55,265,4.8,NAN,NAN,NAN,NAN,NAN,NAN,22.2,23.6,NAN,NAN,NAN
2012,8,13,8,55,259,4.8,NAN,NAN,NAN,NAN,NAN,NAN,22,23.6,NAN,NAN,NAN
2012,8,13,9,55,256,4.3,NAN,NAN,NAN,NAN,NAN,NAN,22,23.6,NAN,NAN,NAN
2012,8,13,10,55,258,4.7,NAN,NAN,NAN,NAN,NAN,NAN,21.9,23.6,NAN,NAN,NAN
2012,8,13,11,55,246,5.5,NAN,NAN,NAN,NAN,NAN,NAN,21.5,23.6,NAN,NAN,NAN
2012,8,13,12,55,251,4.4,NAN,NAN,NAN,NAN,NAN,NAN,21.8,23.6,NAN,NAN,NAN
2012,8,13,13,55,264,3.9,NAN,0.19,NAN,NAN,NAN,NAN,21.8,23.7,NAN,NAN,NAN
2012,8,13,14,55,266,3.6,NAN,0.17,NAN,NAN,NAN,NAN,22.2,23.8,NAN,NAN,NAN
2012,8,13,15,55,289,3,NAN,0.16,NAN,NAN,NAN,NAN,22.8,24,NAN,NAN,NAN
2012,8,13,16,55,302,3,NAN,0.15,NAN,NAN,NAN,NAN,23.1,24.2,NAN,NAN,NAN
2012,8,13,17,55,316,1.9,NAN,0.13,NAN,NAN,NAN,NAN,23.6,24.4,NAN,NAN,NAN
2012,8,13,18,55,22,1.3,NAN,0.14,NAN,NAN,NAN,NAN,24.9,24.7,NAN,NAN,NAN
2012,8,13,19,55,13,2.5,NAN,0.14,NAN,NAN,NAN,NAN,24,24.6,NAN,NAN,NAN
2012,8,13,20,55,19,4.3,NAN,0.11,NAN,NAN,NAN,NAN,23.7,24.4,NAN,NAN,NAN
2012,8,13,21,55,30,4.8,NAN,0.13,NAN,NAN,NAN,NAN,23.4,24.1,NAN,NAN,NAN
2012,8,13,22,55,354,5.3,NAN,0.13,NAN,NAN,NAN,NAN,23,24,NAN,NAN,NAN
2012,8,14,1,55,130,4.1,NAN,0.13,NAN,NAN,NAN,NAN,23.1,23.8,NAN,NAN,NAN
2012,8,14,2,55,144,5.8,NAN,0.13,NAN,NAN,NAN,NAN,22.8,23.8,NAN,NAN,NAN
2012,8,14,3,55,149,6.6,NAN,0.12,NAN,NAN,NAN,NAN,22.3,23.7,NAN,NAN,NAN
2012,8,14,4,55,142,6.1,NAN,0.22,NAN,NAN,NAN,NAN,21.9,23.7,NAN,NAN,NAN
2012,8,14,5,55,180,4.8,NAN,0.27,NAN,NAN,NAN,NAN,21.4,23.7,NAN,NAN,NAN
2012,8,14,6,55,187,4.2,NAN,0.22,NAN,NAN,NAN,NAN,21.1,23.7,NAN,NAN,NAN
2012,8,14,7,55,191,3.7,NAN,0.18,NAN,NAN,NAN,NAN,21.6,23.7,NAN,NAN,NAN
2012,8,14,8,55,196,4.2,NAN,0.19,NAN,NAN,NAN,NAN,21.8,23.7,NAN,NAN,NAN
2012,8,14,9,55,205,4.3,NAN,0.14,NAN,NAN,NAN,NAN,22.1,23.6,NAN,NAN,NAN
2012,8,14,10,55,218,6.8,NAN,0.18,NAN,NAN,NAN,NAN,22.2,23.6,NAN,NAN,NAN
2012,8,14,11,55,259,7.9,NAN,0.41,NAN,NAN,NAN,NAN,21.8,23.6,NAN,NAN,NAN
2012,8,14,12,55,282,6.6,NAN,0.35,NAN,NAN,NAN,NAN,20.2,23.5,NAN,NAN,NAN
2012,8,14,13,55,278,4.6,NAN,0.25,NAN,NAN,NAN,NAN,20.1,23.5,NAN,NAN,NAN
2012,8,14,14,55,252,4.8,NAN,0.3,NAN,NAN,NAN,NAN,19.9,23.6,NAN,NAN,NAN
2012,8,14,15,55,265,1.8,NAN,0.18,NAN,NAN,NAN,NAN,19.9,23.6,NAN,NAN,NAN
2012,8,14,16,55,52,0.2,NAN,0.16,NAN,NAN,NAN,NAN,20.1,23.6,NAN,NAN,NAN
2012,8,14,17,55,184,0.2,NAN,0.15,NAN,NAN,NAN,NAN,22.6,23.7,NAN,NAN,NAN
2012,8,14,18,55,268,0.7,NAN,0.15,NAN,NAN,NAN,NAN,20.9,23.7,NAN,NAN,NAN
2012,8,14,19,55,281,0.6,NAN,0.17,NAN,NAN,NAN,NAN,22.3,23.8,NAN,NAN,NAN
2012,8,14,20,55,340,2.8,NAN,0.14,NAN,NAN,NAN,NAN,21.4,24,NAN,NAN,NAN
2012,8,14,21,55,360,1.8,NAN,0.17,NAN,NAN,NAN,NAN,22.9,24,NAN,NAN,NAN
2012,8,14,22,55,1,2.5,NAN,0.16,NAN,NAN,NAN,NAN,23,24,NAN,NAN,NAN
2012,8,15,1,55,20,3.9,NAN,0.13,NAN,NAN,NAN,NAN,22.4,23.7,NAN,NAN,NAN
2012,8,15,2,55,13,4.2,NAN,0.13,NAN,NAN,NAN,NAN,22.2,23.7,NAN,NAN,NAN
2012,8,15,3,55,21,4,NAN,0.17,NAN,NAN,NAN,NAN,22.1,23.6,NAN,NAN,NAN
2012,8,15,4,55,35,3.4,NAN,0.19,NAN,NAN,NAN,NAN,21.9,23.6,NAN,NAN,NAN
2012,8,15,5,55,56,2.4,NAN,0.15,NAN,NAN,NAN,NAN,22,23.6,NAN,NAN,NAN
2012,8,15,6,55,40,2.4,NAN,0.14,NAN,NAN,NAN,NAN,22.1,23.6,NAN,NAN,NAN
2012,8,15,7,55,11,3.1,NAN,0.16,NAN,NAN,NAN,NAN,22.1,23.6,NAN,NAN,NAN
2012,8,15,8,55,20,2.5,NAN,0.12,NAN,NAN,NAN,NAN,21.9,23.5,NAN,NAN,NAN
2012,8,15,9,55,9,2.8,NAN,0.14,NAN,NAN,NAN,NAN,21.9,23.5,NAN,NAN,NAN
2012,8,15,10,55,345,3.4,NAN,0.13,NAN,NAN,NAN,NAN,22,23.5,NAN,NAN,NAN
2012,8,15,11,55,326,3.7,NAN,0.16,NAN,NAN,NAN,NAN,22.2,23.5,NAN,NAN,NAN
2012,8,15,12,55,314,4,NAN,0.14,NAN,NAN,NAN,NAN,22.5,23.5,NAN,NAN,NAN
2012,8,15,13,55,329,5.5,NAN,0.13,NAN,NAN,NAN,NAN,22.5,23.5,NAN,NAN,NAN
2012,8,15,14,55,323,4.6,NAN,0.13,NAN,NAN,NAN,NAN,22.9,23.6,NAN,NAN,NAN
2012,8,15,15,55,321,3.8,NAN,0.15,NAN,NAN,NAN,NAN,23.1,23.7,NAN,NAN,NAN
2012,8,15,16,55,330,4,NAN,0.25,NAN,NAN,NAN,NAN,23.3,23.7,NAN,NAN,NAN
2012,8,15,17,55,313,4.2,NAN,0.22,NAN,NAN,NAN,NAN,23.2,23.8,NAN,NAN,NAN
2012,8,15,18,55,315,3.7,NAN,0.17,NAN,NAN,NAN,NAN,23.5,24,NAN,NAN,NAN
2012,8,15,19,55,305,3.4,NAN,0.18,NAN,NAN,NAN,NAN,23.4,24.1,NAN,NAN,NAN
2012,8,15,20,55,332,3.1,NAN,0.15,NAN,NAN,NAN,NAN,23.9,24.2,NAN,NAN,NAN
2012,8,15,21,55,311,2.8,NAN,0.14,NAN,NAN,NAN,NAN,23.6,24.2,NAN,NAN,NAN
2012,8,15,22,55,302,1.3,NAN,0.17,NAN,NAN,NAN,NAN,24.9,24.2,NAN,NAN,NAN
2012,8,16,1,55,204,1.8,NAN,0.11,NAN,NAN,NAN,NAN,23.6,24.1,NAN,NAN,NAN
2012,8,16,2,55,201,2.5,NAN,0.11,NAN,NAN,NAN,NAN,23.5,24,NAN,NAN,NAN
2012,8,16,3,55,208,2.9,NAN,0.15,NAN,NAN,NAN,NAN,23.6,23.9,NAN,NAN,NAN
2012,8,16,4,55,228,3.8,NAN,0.14,NAN,NAN,NAN,NAN,23.7,23.8,NAN,NAN,NAN
2012,8,16,5,55,243,4.4,NAN,0.13,NAN,NAN,NAN,NAN,23.3,23.7,NAN,NAN,NAN
2012,8,16,6,55,238,4.3,NAN,0.13,NAN,NAN,NAN,NAN,22.8,23.7,NAN,NAN,NAN
2012,8,16,7,55,255,4.5,NAN,0.13,NAN,NAN,NAN,NAN,22.4,23.6,NAN,NAN,NAN
2012,8,16,8,55,266,4.5,NAN,0.12,NAN,NAN,NAN,NAN,22.3,23.6,NAN,NAN,NAN
2012,8,16,9,55,279,3.9,NAN,0.1,NAN,NAN,NAN,NAN,22.4,23.6,NAN,NAN,NAN
2012,8,16,10,55,258,3.9,NAN,0.13,NAN,NAN,NAN,NAN,22.2,23.5,NAN,NAN,NAN
2012,8,16,11,55,244,3.9,NAN,0.11,NAN,NAN,NAN,NAN,22.3,23.5,NAN,NAN,NAN
2012,8,16,12,55,249,5.1,NAN,0.14,NAN,NAN,NAN,NAN,22.3,23.5,NAN,NAN,NAN
2012,8,16,13,55,251,4.5,NAN,0.13,NAN,NAN,NAN,NAN,22.7,23.6,NAN,NAN,NAN
2012,8,16,14,55,252,5.2,NAN,0.12,NAN,NAN,NAN,NAN,23.3,23.6,NAN,NAN,NAN
2012,8,16,15,55,237,4,NAN,0.13,NAN,NAN,NAN,NAN,24.3,23.7,NAN,NAN,NAN
2012,8,16,16,55,222,3.4,NAN,0.14,NAN,NAN,NAN,NAN,24.9,23.9,NAN,NAN,NAN
2012,8,16,17,55,262,3.5,NAN,0.12,NAN,NAN,NAN,NAN,26,24.3,NAN,NAN,NAN
2012,8,16,18,55,286,5.2,NAN,0.12,NAN,NAN,NAN,NAN,26,24.2,NAN,NAN,NAN
2012,8,16,19,55,263,4.8,NAN,0.14,NAN,NAN,NAN,NAN,26,24.1,NAN,NAN,NAN
2012,8,16,20,55,236,5.9,NAN,0.23,NAN,NAN,NAN,NAN,26.4,24.1,NAN,NAN,NAN
2012,8,16,21,55,257,7.6,NAN,0.3,NAN,NAN,NAN,NAN,27,24,NAN,NAN,NAN
2012,8,16,22,55,255,6.7,NAN,0.38,NAN,NAN,NAN,NAN,26.5,23.9,NAN,NAN,NAN
2012,8,17,1,55,289,7.5,NAN,0.57,NAN,NAN,NAN,NAN,25.3,23.7,NAN,NAN,NAN
2012,8,17,2,55,287,7.1,NAN,0.69,NAN,NAN,NAN,NAN,24.8,23.7,NAN,NAN,NAN
2012,8,17,3,55,298,7.3,NAN,0.67,NAN,NAN,NAN,NAN,24.4,23.7,NAN,NAN,NAN
2012,8,17,4,55,291,7.6,NAN,0.6,NAN,NAN,NAN,NAN,24.1,23.7,NAN,NAN,NAN
2012,8,17,5,55,298,10.7,NAN,0.78,NAN,NAN,NAN,NAN,23.8,23.6,NAN,NAN,NAN
2012,8,17,6,55,310,8.8,NAN,1.07,NAN,NAN,NAN,NAN,22.1,23.6,NAN,NAN,NAN
2012,8,17,7,55,336,6.6,NAN,1.1,NAN,NAN,NAN,NAN,22.1,23.6,NAN,NAN,NAN
2012,8,17,8,55,325,6.8,NAN,1.12,NAN,NAN,NAN,NAN,21.7,23.6,NAN,NAN,NAN
2012,8,17,9,55,337,6.6,NAN,0.86,NAN,NAN,NAN,NAN,21.7,23.5,NAN,NAN,NAN
2012,8,17,10,55,345,5.9,NAN,0.64,NAN,NAN,NAN,NAN,21.4,23.5,NAN,NAN,NAN
2012,8,17,11,55,346,5.4,NAN,0.51,NAN,NAN,NAN,NAN,21.4,23.5,NAN,NAN,NAN
2012,8,17,12,55,345,5.8,NAN,0.48,NAN,NAN,NAN,NAN,21.4,23.5,NAN,NAN,NAN
2012,8,17,13,55,350,5,NAN,0.41,NAN,NAN,NAN,NAN,21.2,23.5,NAN,NAN,NAN
2012,8,17,14,55,347,4.2,NAN,0.35,NAN,NAN,NAN,NAN,21.3,23.6,NAN,NAN,NAN
2012,8,17,15,55,328,4.7,NAN,0.42,NAN,NAN,NAN,NAN,21.3,23.6,NAN,NAN,NAN
2012,8,17,16,55,315,6.1,NAN,0.38,NAN,NAN,NAN,NAN,21.2,23.8,NAN,NAN,NAN
2012,8,17,17,55,327,5.3,NAN,0.34,NAN,NAN,NAN,NAN,21.3,23.8,NAN,NAN,NAN
2012,8,17,18,55,321,6.1,NAN,0.3,NAN,NAN,NAN,NAN,21.8,23.9,NAN,NAN,NAN
2012,8,17,19,55,325,7.1,NAN,0.29,NAN,NAN,NAN,NAN,21.9,23.9,NAN,NAN,NAN
2012,8,17,20,55,325,6.8,NAN,0.39,NAN,NAN,NAN,NAN,22.5,23.9,NAN,NAN,NAN
2012,8,17,21,55,346,5.7,NAN,0.47,NAN,NAN,NAN,NAN,22.8,23.9,NAN,NAN,NAN
2012,8,17,22,55,337,4.7,NAN,0.43,NAN,NAN,NAN,NAN,23,23.8,NAN,NAN,NAN
2012,8,18,1,55,42,3.6,NAN,0.33,NAN,NAN,NAN,NAN,22.7,23.7,NAN,NAN,NAN
2012,8,18,2,55,44,7.1,NAN,0.29,NAN,NAN,NAN,NAN,22.4,23.7,NAN,NAN,NAN
2012,8,18,3,55,38,6.5,NAN,0.29,NAN,NAN,NAN,NAN,22.2,23.6,NAN,NAN,NAN
2012,8,18,4,55,51,5.1,NAN,0.48,NAN,NAN,NAN,NAN,21.6,23.6,NAN,NAN,NAN
2012,8,18,5,55,44,5.7,NAN,0.39,NAN,NAN,NAN,NAN,21.4,23.6,NAN,NAN,NAN
2012,8,18,6,55,44,6.4,NAN,0.39,NAN,NAN,NAN,NAN,21,23.5,NAN,NAN,NAN
2012,8,18,7,55,41,6,NAN,0.46,NAN,NAN,NAN,NAN,20.7,23.5,NAN,NAN,NAN
2012,8,18,8,55,51,5.1,NAN,0.45,NAN,NAN,NAN,NAN,20.6,23.5,NAN,NAN,NAN
2012,8,18,9,55,49,4.9,NAN,0.48,NAN,NAN,NAN,NAN,20.3,23.5,NAN,NAN,NAN
2012,8,18,10,55,59,4.3,NAN,0.47,NAN,NAN,NAN,NAN,20.1,23.4,NAN,NAN,NAN
2012,8,18,11,55,81,4,NAN,0.45,NAN,NAN,NAN,NAN,20.4,23.4,NAN,NAN,NAN
2012,8,18,12,55,67,3.1,NAN,0.42,NAN,NAN,NAN,NAN,20.8,23.4,NAN,NAN,NAN
2012,8,18,13,55,62,2,NAN,0.35,NAN,NAN,NAN,NAN,21.1,23.5,NAN,NAN,NAN
2012,8,18,14,55,98,2.2,NAN,0.31,NAN,NAN,NAN,NAN,21,23.6,NAN,NAN,NAN
2012,8,18,15,55,88,1.7,NAN,0.27,NAN,NAN,NAN,NAN,20.9,23.7,NAN,NAN,NAN
2012,8,18,16,55,72,2.3,NAN,0.23,NAN,NAN,NAN,NAN,21.1,23.9,NAN,NAN,NAN
2012,8,18,17,55,70,1.3,NAN,0.2,NAN,NAN,NAN,NAN,21.7,24.1,NAN,NAN,NAN
2012,8,18,18,55,60,2.3,NAN,0.2,NAN,NAN,NAN,NAN,21.7,24.4,NAN,NAN,NAN
2012,8,18,19,55,69,3.4,NAN,0.2,NAN,NAN,NAN,NAN,21.3,24.4,NAN,NAN,NAN
2012,8,18,20,55,60,4.1,NAN,0.16,NAN,NAN,NAN,NAN,22,24.4,NAN,NAN,NAN
2012,8,18,21,55,78,3,NAN,0.14,NAN,NAN,NAN,NAN,22.5,24.3,NAN,NAN,NAN
2012,8,18,22,55,80,4.6,NAN,0.15,NAN,NAN,NAN,NAN,22.1,24.2,NAN,NAN,NAN
2012,8,19,1,55,129,2.8,NAN,0.16,NAN,NAN,NAN,NAN,21,23.8,NAN,NAN,NAN
2012,8,19,2,55,148,3.6,NAN,0.14,NAN,NAN,NAN,NAN,20.8,23.7,NAN,NAN,NAN
2012,8,19,3,55,145,3.2,NAN,0.14,NAN,NAN,NAN,NAN,20.7,23.7,NAN,NAN,NAN
2012,8,19,4,55,173,3.7,NAN,0.13,NAN,NAN,NAN,NAN,20.6,23.6,NAN,NAN,NAN
2012,8,19,5,55,202,3,NAN,0.12,NAN,NAN,NAN,NAN,20.4,23.5,NAN,NAN,NAN
2012,8,19,6,55,207,3.1,NAN,0.12,NAN,NAN,NAN,NAN,20.4,23.5,NAN,NAN,NAN
2012,8,19,7,55,213,2,NAN,0.12,NAN,NAN,NAN,NAN,20.6,23.5,NAN,NAN,NAN
2012,8,19,8,55,201,3.3,NAN,0.11,NAN,NAN,NAN,NAN,20.8,23.4,NAN,NAN,NAN
2012,8,19,9,55,209,5.8,NAN,0.16,NAN,NAN,NAN,NAN,20.7,23.4,NAN,NAN,NAN
2012,8,19,10,55,195,3.1,NAN,0.22,NAN,NAN,NAN,NAN,20.3,23.4,NAN,NAN,NAN
2012,8,19,11,55,238,0.1,NAN,0.14,NAN,NAN,NAN,NAN,20.4,23.4,NAN,NAN,NAN
2012,8,19,12,55,111,1.5,NAN,0.11,NAN,NAN,NAN,NAN,20.6,23.4,NAN,NAN,NAN
2012,8,19,13,55,108,1.8,NAN,0.12,NAN,NAN,NAN,NAN,21.4,23.4,NAN,NAN,NAN
2012,8,19,16,55,89,2.8,NAN,0.12,NAN,NAN,NAN,NAN,22.6,23.8,NAN,NAN,NAN
2012,8,19,17,55,79,3.3,NAN,0.12,NAN,NAN,NAN,NAN,22.7,23.9,NAN,NAN,NAN
2012,8,19,18,55,71,4.6,NAN,0.12,NAN,NAN,NAN,NAN,22.3,24,NAN,NAN,NAN
2012,8,19,19,55,69,4.2,NAN,0.12,NAN,NAN,NAN,NAN,22.6,24,NAN,NAN,NAN
2012,8,19,20,55,84,3.9,NAN,0.13,NAN,NAN,NAN,NAN,23.3,24,NAN,NAN,NAN
2012,8,19,21,55,77,3.1,NAN,0.12,NAN,NAN,NAN,NAN,24.1,23.9,NAN,NAN,NAN
2012,8,19,22,55,85,2.3,NAN,0.13,NAN,NAN,NAN,NAN,24.6,23.9,NAN,NAN,NAN
2012,8,20,1,55,73,2.4,NAN,0.13,NAN,NAN,NAN,NAN,22.2,23.7,NAN,NAN,NAN
2012,8,20,2,55,102,1.6,NAN,0.12,NAN,NAN,NAN,NAN,22.1,23.7,NAN,NAN,NAN
2012,8,20,3,55,34,1.8,NAN,0.12,NAN,NAN,NAN,NAN,22.1,23.6,NAN,NAN,NAN
2012,8,20,4,55,70,1.1,NAN,0.12,NAN,NAN,NAN,NAN,22.1,23.6,NAN,NAN,NAN
2012,8,20,5,55,170,0.8,NAN,0.12,NAN,NAN,NAN,NAN,21.7,23.6,NAN,NAN,NAN
2012,8,20,6,55,95,0,NAN,0.11,NAN,NAN,NAN,NAN,21.8,23.6,NAN,NAN,NAN
2012,8,20,7,55,66,4.1,NAN,0.12,NAN,NAN,NAN,NAN,21.9,23.6,NAN,NAN,NAN
2012,8,20,8,55,90,2.2,NAN,0.11,NAN,NAN,NAN,NAN,21.8,23.5,NAN,NAN,NAN
2012,8,20,9,55,181,1.3,NAN,0.14,NAN,NAN,NAN,NAN,21.5,23.5,NAN,NAN,NAN
2012,8,20,10,55,67,0.4,NAN,0.14,NAN,NAN,NAN,NAN,21.3,23.5,NAN,NAN,NAN
2012,8,20,11,55,65,0.9,NAN,0.13,NAN,NAN,NAN,NAN,22.2,23.5,NAN,NAN,NAN
2012,8,20,12,55,47,3,NAN,0.14,NAN,NAN,NAN,NAN,22.9,23.5,NAN,NAN,NAN
2012,8,20,13,55,57,4,NAN,0.17,NAN,NAN,NAN,NAN,22.5,23.5,NAN,NAN,NAN
2012,8,20,14,55,33,2.4,NAN,0.2,NAN,NAN,NAN,NAN,22.8,23.7,NAN,NAN,NAN
2012,8,20,15,55,58,4,NAN,0.19,NAN,NAN,NAN,NAN,22.7,23.8,NAN,NAN,NAN
2012,8,20,16,55,47,4.3,NAN,0.2,NAN,NAN,NAN,NAN,21.4,23.7,NAN,NAN,NAN
2012,8,20,17,55,48,4.2,NAN,0.23,NAN,NAN,NAN,NAN,21.6,23.7,NAN,NAN,NAN
2012,8,20,18,55,46,3.8,NAN,0.22,NAN,NAN,NAN,NAN,22,23.8,NAN,NAN,NAN
2012,8,20,19,55,77,2.6,NAN,0.28,NAN,NAN,NAN,NAN,22.3,23.8,NAN,NAN,NAN
2012,8,20,20,55,114,2.9,NAN,0.27,NAN,NAN,NAN,NAN,22.3,23.9,NAN,NAN,NAN
2012,8,20,21,55,114,1.6,NAN,0.22,NAN,NAN,NAN,NAN,23.3,24,NAN,NAN,NAN
2012,8,20,22,55,126,1.5,NAN,0.2,NAN,NAN,NAN,NAN,23.9,24,NAN,NAN,NAN
2012,8,21,1,55,94,2.1,NAN,0.17,NAN,NAN,NAN,NAN,21.3,23.8,NAN,NAN,NAN
2012,8,21,2,55,77,2.8,NAN,0.15,NAN,NAN,NAN,NAN,21.5,23.7,NAN,NAN,NAN
2012,8,21,3,55,108,1.9,NAN,0.15,NAN,NAN,NAN,NAN,21.1,23.6,NAN,NAN,NAN
2012,8,21,4,55,83,3.2,NAN,0.16,NAN,NAN,NAN,NAN,21.1,23.6,NAN,NAN,NAN
2012,8,21,5,55,101,3.3,NAN,0.25,NAN,NAN,NAN,NAN,21.2,23.5,NAN,NAN,NAN
2012,8,21,6,55,150,1.2,NAN,0.14,NAN,NAN,NAN,NAN,21.4,23.5,NAN,NAN,NAN
2012,8,21,7,55,208,4.3,NAN,0.2,NAN,NAN,NAN,NAN,21,23.5,NAN,NAN,NAN
2012,8,21,8,55,208,3.7,NAN,0.21,NAN,NAN,NAN,NAN,21.1,23.5,NAN,NAN,NAN
2012,8,21,9,55,205,4.2,NAN,0.2,NAN,NAN,NAN,NAN,20.9,23.4,NAN,NAN,NAN
2012,8,21,10,55,212,3.5,NAN,0.15,NAN,NAN,NAN,NAN,20.6,23.4,NAN,NAN,NAN
2012,8,21,11,55,224,4.2,NAN,0.13,NAN,NAN,NAN,NAN,20.3,23.4,NAN,NAN,NAN
2012,8,21,12,55,241,2.3,NAN,0.13,NAN,NAN,NAN,NAN,20.7,23.5,NAN,NAN,NAN
2012,8,21,14,55,313,4.3,NAN,0.12,NAN,NAN,NAN,NAN,20.6,23.5,NAN,NAN,NAN
2012,8,21,16,0,NAN,3.3,NAN,0.17,NAN,NAN,NAN,NAN,20.7,23.5,NAN,NAN,NAN
2012,8,21,17,0,NAN,2.3,NAN,0.28,NAN,NAN,NAN,NAN,20.9,23.5,NAN,NAN,NAN
2012,8,21,18,0,NAN,6,NAN,0.27,NAN,NAN,NAN,NAN,19.4,23.5,NAN,NAN,NAN
2012,8,21,19,0,NAN,1.3,NAN,0.22,NAN,NAN,NAN,NAN,20.9,23.5,NAN,NAN,NAN
2012,8,21,20,0,NAN,2,NAN,0.15,NAN,NAN,NAN,NAN,21,23.6,NAN,NAN,NAN
2012,8,21,21,0,NAN,0.2,NAN,0.15,NAN,NAN,NAN,NAN,22.5,23.8,NAN,NAN,NAN
2012,8,21,22,0,NAN,0,NAN,0.13,NAN,NAN,NAN,NAN,24.9,23.9,NAN,NAN,NAN
2012,8,21,23,0,NAN,2.4,NAN,0.13,NAN,NAN,NAN,NAN,24.2,23.9,NAN,NAN,NAN
2012,8,22,2,0,NAN,0.4,NAN,0.14,NAN,NAN,NAN,NAN,21.1,23.6,NAN,NAN,NAN
2012,8,22,3,0,NAN,1.9,NAN,0.12,NAN,NAN,NAN,NAN,21.6,23.5,NAN,NAN,NAN
2012,8,22,4,0,NAN,4.9,NAN,0.11,NAN,NAN,NAN,NAN,20.9,23.5,NAN,NAN,NAN
2012,8,22,5,0,NAN,4.2,NAN,0.14,NAN,NAN,NAN,NAN,21.3,23.4,NAN,NAN,NAN
2012,8,22,6,0,NAN,4.5,NAN,0.14,NAN,NAN,NAN,NAN,20.9,23.4,NAN,NAN,NAN
