Year,Month,Day,Inflow volume [m3 d-1],*Suspended sediment concentration[mg m-3]
1985,8,18,4844219.581,
1985,8,19,3302876.987,
1985,8,20,2617835.834,
1985,8,21,1940134.408,
1985,8,22,1534002.867,
1985,8,23,1282005.586,
1985,8,24,1152337.082,
1985,8,25,1120531.6,
1985,8,26,1162123.384,
1985,8,27,1198822.018,
1985,8,28,1499750.81,
1985,8,29,1641652.191,
1985,8,30,1827591.933,
1985,8,31,2255742.653,
1985,9,1,2764630.367,
1985,9,2,2197024.84,
1985,9,3,1783553.573,
1985,9,4,1396994.637,
1985,9,5,1184142.564,
1985,9,6,1203715.169,
1985,9,7,1242860.377,
1985,9,8,1411674.09,
1985,9,9,2143200.178,
1985,9,10,4428301.738,
1985,9,11,7144000.594,
1985,9,12,8367288.367,
1985,9,13,5235671.668,
1985,9,14,3694329.074,
1985,9,15,3082685.188,
1985,9,16,1945027.559,
1985,9,17,1553575.472,
1985,9,18,1494857.659,
1985,9,19,1247753.528,
1985,9,20,1113191.873,
1985,9,21,993309.6717,
1985,9,22,968843.9162,
1985,9,23,1142550.78,
1985,9,24,1272219.284,
1985,9,25,1037348.032,
1985,9,26,1463052.177,
1985,9,27,1025115.154,
1985,9,28,919912.4053,
1985,9,29,939485.0097,
1985,9,30,1044687.758,
1985,10,1,954164.4629,
1985,10,2,814709.6568,
1985,10,3,741312.3904,
1985,10,4,870980.8944,
1985,10,5,890553.4987,
1985,10,6,1768874.12,
1985,10,7,1313811.068,
1985,10,8,971290.4918,
1985,10,9,1203715.169,
1985,10,10,927252.1319,
1985,10,11,643449.3686,
1985,10,12,743758.966,
1985,10,13,990863.0961,
1985,10,14,2287548.136,
1985,10,15,4036849.651,
1985,10,16,7780110.236,
1985,10,17,6703616.996,
1985,10,18,7217397.861,
1985,10,19,18667371.42,
1985,10,20,20722494.87,
1985,10,21,17419617.89,
1985,10,22,13284905.21,
1985,10,23,9566110.385,
1985,10,24,7315260.883,
1985,10,25,5235671.668,
1985,10,26,4257041.45,
1985,10,27,3425205.764,
1985,10,28,2764630.367,
1985,10,29,2495507.057,
1985,10,30,2077142.639,
1985,10,31,1891202.897,
1985,11,1,1859397.415,
1985,11,2,1600060.407,
1985,11,3,1404334.363,
1985,11,4,1426353.543,
1985,11,5,1761534.393,
1985,11,6,1830038.508,
1985,11,7,2441682.395,
1985,11,8,2316907.042,
1985,11,9,2385411.157,
1985,11,10,2436789.244,
1985,11,11,1920561.804,
1985,11,12,5284603.179,
1985,11,13,11401042.04,
1985,11,14,18251453.57,
1985,11,15,17248357.6,
1985,11,16,28135618.78,
1985,11,17,45261647.6,
1985,11,18,44283017.38,
1985,11,19,53090689.35,
1985,11,20,61164388.65,
1985,11,21,55781922.45,
1985,11,22,43059729.61,
1985,11,23,33273427.43,
1985,11,24,26667673.45,
1985,11,25,21432001.78,
1985,11,26,24098769.13,
1985,11,27,48197538.26,
1985,11,28,60919731.1,
1985,11,29,67280827.52,
1985,11,30,61409046.2,
1985,12,1,51378086.47,
1985,12,2,44772332.49,
1985,12,3,36698633.19,
1985,12,4,29603564.11,
1985,12,5,22386166.25,
1985,12,6,17052631.56,
1985,12,7,13554028.52,
1985,12,8,10544740.6,
1985,12,9,8905534.987,
1985,12,10,11131918.73,
1985,12,11,46484935.37,
1985,12,12,77801102.36,
1985,12,13,80247677.91,
1985,12,14,64100279.31,
1985,12,15,42081099.39,
1985,12,16,31560824.54,
1985,12,17,21774522.36,
1985,12,18,13333836.73,
1985,12,19,8685343.188,
1985,12,20,5871781.31,
1985,12,21,5382466.201,
1985,12,22,4648493.537,
1985,12,23,4159178.428,
1985,12,24,3669863.319,
1985,12,25,3425205.764,
1985,12,26,3180548.21,
1985,12,27,2935890.655,
1985,12,28,2691233.101,
1985,12,29,2446575.546,
1985,12,30,2348712.524,
1985,12,31,2250849.502,
1986,1,1,2152986.48,
1986,1,2,2055123.459,
1986,1,3,1957260.437,
1986,1,4,1908328.926,
1986,1,5,1859397.415,
1986,1,6,1810465.904,
1986,1,7,1761534.393,
1986,1,8,1712602.882,
1986,1,9,1712602.882,
1986,1,10,1663671.371,
1986,1,11,1663671.371,
1986,1,12,1614739.86,
1986,1,13,1614739.86,
1986,1,14,1614739.86,
1986,1,15,1614739.86,
1986,1,16,1614739.86,
1986,1,17,2201917.991,
1986,1,18,4159178.428,
1986,1,19,11180850.25,
1986,1,20,24147700.64,
1986,1,21,30337536.77,
1986,1,22,23878577.33,
1986,1,23,19572604.37,
1986,1,24,17566412.42,
1986,1,25,14239069.68,
1986,1,26,11890357.15,
1986,1,27,9737370.673,
1986,1,28,6605753.974,
1986,1,29,4330438.716,
1986,1,30,4819753.826,
1986,1,31,5162274.402,
1986,2,1,4991014.114,
1986,2,2,4575096.271,
1986,2,3,6630219.73,
1986,2,4,14826247.81,
1986,2,5,51378086.47,
1986,2,6,78045759.92,
1986,2,7,68748772.84,
1986,2,8,49420826.03,
1986,2,9,37432605.85,
1986,2,10,28135618.78,
1986,2,11,20159782.5,
1986,2,12,13700823.06,
1986,2,13,9003398.009,
1986,2,14,6067507.354,
1986,2,15,6654685.485,
1986,2,16,6777014.262,
1986,2,17,6067507.354,
1986,2,18,6165370.376,
1986,2,19,30582194.33,
1986,2,20,67770142.62,
1986,2,21,79024390.14,
1986,2,22,72418636.16,
1986,2,23,57005210.22,
1986,2,24,43304387.16,
1986,2,25,33762742.53,
1986,2,26,27401646.12,
1986,2,27,23218001.93,
1986,2,28,17737672.71,
1986,3,1,12795590.11,
1986,3,2,9737370.673,
1986,3,3,9076795.276,
1986,3,4,8489617.145,
1986,3,5,11523370.82,
1986,3,6,31316166.99,
1986,3,7,41347126.73,
1986,3,8,33028769.87,
1986,3,9,25199728.12,
1986,3,10,27401646.12,
1986,3,11,42570414.5,
1986,3,12,53824662.01,
1986,3,13,77311787.25,
1986,3,14,83917541.23,
1986,3,15,72173978.61,
1986,3,16,54069319.57,
1986,3,17,41591784.28,
1986,3,18,32050139.65,
1986,3,19,53580004.46,
1986,3,20,75599184.37,
1986,3,21,65078909.52,
1986,3,22,49176168.47,
1986,3,23,34741372.75,
1986,3,24,27156988.56,
1986,3,25,22214905.96,
1986,3,26,17395152.13,
1986,3,27,13578494.28,
1986,3,28,11131918.73,
1986,3,29,9541644.629,
1986,3,30,7535452.682,
1986,3,31,7241863.616,
1986,4,1,6899343.04,
1986,4,2,6483425.197,
1986,4,3,5162274.402,
1986,4,4,6116438.865,
1986,4,5,7290795.127,
1986,4,6,7657781.459,
1986,4,7,7951370.525,
1986,4,8,7731178.725,
1986,4,9,7486521.171,
1986,4,10,5480329.223,
1986,4,11,4844219.581,
1986,4,12,4257041.45,
1986,4,13,4208109.939,
1986,4,14,4477233.249,
1986,4,15,5896247.066,
1986,4,16,4036849.651,
1986,4,17,4893151.092,
1986,4,18,5113342.891,
1986,4,19,4305972.961,
1986,4,20,4819753.826,
1986,4,21,10789398.16,
1986,4,22,28624933.89,
1986,4,23,25199728.12,
1986,4,24,18740768.68,
1986,4,25,13823151.83,
1986,4,26,11645699.6,
1986,4,27,9859699.45,
1986,4,28,8196028.079,
1986,4,29,6238767.642,
1986,4,30,5920712.821,
1986,5,1,6556822.463,
1986,5,2,17762138.46,
1986,5,3,17982330.26,
1986,5,4,13651891.55,
1986,5,5,9712904.918,
1986,5,6,8049233.546,
1986,5,7,7706712.97,
1986,5,8,7266329.372,
1986,5,9,7731178.725,
1986,5,10,6874877.284,
1986,5,11,6385562.175,
1986,5,12,5211205.913,
1986,5,13,4232575.695,
1986,5,14,4061315.406,
1986,5,15,3914520.874,
1986,5,16,2764630.367,
1986,5,17,5064411.38,
1986,5,18,8122630.813,
1986,5,19,11694631.11,
1986,5,20,12428603.77,
1986,5,21,12012685.93,
1986,5,22,9957562.472,
1986,5,23,7853507.503,
1986,5,24,5724986.778,
1986,5,25,5186740.158,
1986,5,26,4599562.026,
1986,5,27,4599562.026,
1986,5,28,3914520.874,
1986,5,29,4893151.092,
1986,5,30,6140904.62,
1986,5,31,7755644.481,
1986,6,1,6874877.284,
1986,6,2,5553726.489,
1986,6,3,3963452.385,
1986,6,4,3278411.232,
1986,6,5,5529260.734,
1986,6,6,15021973.85,
1986,6,7,17052631.56,
1986,6,8,20649097.61,
1986,6,9,26667673.45,
1986,6,10,22557426.53,
1986,6,11,22190440.2,
1986,6,12,23438193.73,
1986,6,13,18006796.02,
1986,6,14,13847617.59,
1986,6,15,12502001.04,
1986,6,16,21945782.65,
1986,6,17,23413727.98,
1986,6,18,16979234.29,
1986,6,19,11670165.35,
1986,6,20,21309673.01,
1986,6,21,19132220.77,
1986,6,22,17786604.22,
1986,6,23,11865891.4,
1986,6,24,8122630.813,
1986,6,25,5627123.756,
1986,6,26,4526164.76,
1986,6,27,3767726.341,
1986,6,28,4893151.092,
1986,6,29,18593974.15,
1986,6,30,15437891.7,
1986,7,1,9125726.787,
1986,7,2,13431699.75,
1986,7,3,25933700.79,
1986,7,4,26423015.9,
1986,7,5,17101563.07,
1986,7,6,10055425.49,
1986,7,7,7168466.35,
1986,7,8,5871781.31,
1986,7,9,4477233.249,
1986,7,10,5113342.891,
1986,7,11,11841425.64,
1986,7,12,20110850.99,
1986,7,13,42081099.39,
1986,7,14,42570414.5,
1986,7,15,22386166.25,
1986,7,16,38411236.07,
1986,7,17,68748772.84,
1986,7,18,67036169.96,
1986,7,19,47218908.04,
1986,7,20,29114249,
1986,7,21,20918220.92,
1986,7,22,15144302.63,
1986,7,23,9908630.961,
1986,7,24,7339726.638,
1986,7,25,5724986.778,
1986,7,26,8269425.345,
1986,7,27,21725590.85,
1986,7,28,14092275.14,
1986,7,29,11621233.84,
1986,7,30,10373480.32,
1986,7,31,7682247.214,
1986,8,1,7804575.992,
1986,8,2,14728384.79,
1986,8,3,9174658.298,
1986,8,4,5578192.245,
1986,8,5,3205013.965,
1986,8,6,2363391.977,
1986,8,7,2446575.546,
1986,8,8,2666767.345,
1986,8,9,2960356.411,
1986,8,10,4844219.581,
1986,8,11,4526164.76,
1986,8,12,6116438.865,
1986,8,13,5039945.625,
1986,8,14,3180548.21,
1986,8,15,2199471.416,
1986,8,16,1783553.573,
1986,8,17,2789096.122,
1986,8,18,2642301.59,
1986,8,19,2243509.776,
1986,8,20,1798233.026,
1986,8,21,1629419.314,
1986,8,22,1323597.37,
1986,8,23,959057.614,
1986,8,24,912572.6787,
1986,8,25,1335830.248,
1986,8,26,1690583.702,
1986,8,27,7657781.459,
1986,8,28,7829041.747,
1986,8,29,6312164.909,
1986,8,30,4819753.826,
1986,8,31,3596466.053,
1986,9,1,2338926.222,
1986,9,2,1945027.559,
1986,9,3,1348063.126,
1986,9,4,1783553.573,
1986,9,5,2911424.9,
1986,9,6,4917616.847,
1986,9,7,3229479.721,
1986,9,8,2221490.596,
1986,9,9,1592720.68,
1986,9,10,1242860.377,
1986,9,11,1406780.939,
1986,9,12,3009287.922,
1986,9,13,5553726.489,
1986,9,14,6654685.485,
1986,9,15,3914520.874,
1986,9,16,2189685.114,
1986,9,17,1695476.853,
1986,9,18,1712602.882,
1986,9,19,1597613.832,
1986,9,20,2001298.797,
1986,9,21,1812912.48,
1986,9,22,1847164.537,
1986,9,23,1521769.99,
1986,9,24,1350509.701,
1986,9,25,3449671.52,
1986,9,26,24955070.57,
1986,9,27,34496715.2,
1986,9,28,34986030.31,
1986,9,29,24465755.46,
1986,9,30,18031261.77,
1986,10,1,20600166.1,
1986,10,2,41347126.73,
1986,10,3,55537264.89,
1986,10,4,71684663.5,
1986,10,5,72907951.27,
1986,10,6,59207128.21,
1986,10,7,44038359.83,
1986,10,8,33028769.87,
1986,10,9,26423015.9,
1986,10,10,21945782.65,
1986,10,11,16979234.29,
1986,10,12,12526466.8,
1986,10,13,9615041.896,
1986,10,14,15119836.87,
1986,10,15,20575700.34,
1986,10,16,17517480.91,
1986,10,17,13064713.42,
1986,10,18,10104357,
1986,10,19,7755644.481,
1986,10,20,6263233.398,
1986,10,21,5064411.38,
1986,10,22,4134712.673,
1986,10,23,4379370.227,
1986,10,24,3767726.341,
1986,10,25,3523068.786,
1986,10,26,3474137.275,
1986,10,27,4477233.249,
1986,10,28,6336630.664,
1986,10,29,6728082.752,
1986,10,30,5406931.957,
1986,10,31,4672959.293,
1986,11,1,4036849.651,
1986,11,2,4036849.651,
1986,11,3,3792192.096,
1986,11,4,3156082.454,
1986,11,5,2911424.9,
1986,11,6,2886959.144,
1986,11,7,2813561.878,
1986,11,8,2715698.856,
1986,11,9,2617835.834,
1986,11,10,2299781.013,
1986,11,11,2309567.315,
1986,11,12,2069802.912,
1986,11,13,2116287.847,
1986,11,14,2221490.596,
1986,11,15,2813561.878,
1986,11,16,1362742.579,
1986,11,17,1206161.744,
1986,11,18,1198822.018,
1986,11,19,2471041.301,
1986,11,20,2642301.59,
1986,11,21,11572302.33,
1986,11,22,24465755.46,
1986,11,23,24318960.93,
1986,11,24,17297289.11,
1986,11,25,13651891.55,
1986,11,26,14581590.25,
1986,11,27,35964660.53,
1986,11,28,43304387.16,
1986,11,29,33518084.98,
1986,11,30,24955070.57,
1986,12,1,19548138.61,
1986,12,2,22190440.2,
1986,12,3,36698633.19,
1986,12,4,38900551.18,
1986,12,5,31805482.1,
1986,12,6,24074303.37,
1986,12,7,17860001.49,
1986,12,8,16000604.07,
1986,12,9,21480933.29,
1986,12,10,35720002.97,
1986,12,11,36209318.08,
1986,12,12,26912331.01,
1986,12,13,18422713.86,
1986,12,14,13505097.01,
1986,12,15,10764932.4,
1986,12,16,9199124.053,
1986,12,17,7315260.883,
1986,12,18,7070603.328,
1986,12,19,6189836.131,
1986,12,20,6434493.686,
1986,12,21,5847315.555,
1986,12,22,6043041.599,
1986,12,23,5211205.913,
1986,12,24,5113342.891,
1986,12,25,5064411.38,
1986,12,26,5602658,
1986,12,27,6361096.42,
1986,12,28,5969644.332,
1986,12,29,5578192.245,
1986,12,30,4893151.092,
1986,12,31,4819753.826,
1987,1,1,4477233.249,
1987,1,2,3890055.118,
1987,1,3,4428301.738,
1987,1,4,3694329.074,
1987,1,5,3938986.629,
1987,1,6,3596466.053,
1987,1,7,3620931.808,
1987,1,8,3645397.564,
1987,1,9,3425205.764,
1987,1,10,3278411.232,
1987,1,11,3278411.232,
1987,1,12,3596466.053,
1987,1,13,2813561.878,
1987,1,14,3302876.987,
1987,1,15,5211205.913,
1987,1,16,13407233.99,
1987,1,17,15511288.96,
1987,1,18,12917918.88,
1987,1,19,9248055.564,
1987,1,20,6458959.441,
1987,1,21,4844219.581,
1987,1,22,4085781.162,
1987,1,23,3669863.319,
1987,1,24,3351808.498,
1987,1,25,2886959.144,
1987,1,26,3400740.009,
1987,1,27,3547534.542,
1987,1,28,3498603.031,
1987,1,29,3229479.721,
1987,1,30,3156082.454,
1987,1,31,3156082.454,
1987,2,1,4477233.249,
1987,2,2,6263233.398,
1987,2,3,10226685.78,
1987,2,4,19792796.17,
1987,2,5,24955070.57,
1987,2,6,25689043.23,
1987,2,7,24318960.93,
1987,2,8,26423015.9,
1987,2,9,22630823.8,
1987,2,10,17272823.35,
1987,2,11,12673261.33,
1987,2,12,10618137.87,
1987,2,13,9223589.808,
1987,2,14,8489617.145,
1987,2,15,7682247.214,
1987,2,16,5529260.734,
1987,2,17,4330438.716,
1987,2,18,3792192.096,
1987,2,19,3351808.498,
1987,2,20,4159178.428,
1987,2,21,4085781.162,
1987,2,22,3278411.232,
1987,2,23,3302876.987,
1987,2,24,4208109.939,
1987,2,25,2740164.612,
1987,2,26,2886959.144,
1987,2,27,3816657.852,
1987,2,28,3914520.874,
1987,3,1,9492713.118,
1987,3,2,23218001.93,
1987,3,3,27646303.67,
1987,3,4,22337234.73,
1987,3,5,18520576.88,
1987,3,6,18545042.64,
1987,3,7,19964056.46,
1987,3,8,17223891.84,
1987,3,9,13333836.73,
1987,3,10,10202220.03,
1987,3,11,8244959.59,
1987,3,12,6140904.62,
1987,3,13,5333534.69,
1987,3,14,4648493.537,
1987,3,15,4036849.651,
1987,3,16,4721890.804,
1987,3,17,4159178.428,
1987,3,18,3963452.385,
1987,3,19,3816657.852,
1987,3,20,3620931.808,
1987,3,21,4036849.651,
1987,3,22,3131616.699,
1987,3,23,3767726.341,
1987,3,24,3816657.852,
1987,3,25,3645397.564,
1987,3,26,3156082.454,
1987,3,27,3229479.721,
1987,3,28,2691233.101,
1987,3,29,3058219.433,
1987,3,30,4036849.651,
1987,3,31,8489617.145,
1987,4,1,11523370.82,
1987,4,2,10887261.18,
1987,4,3,10226685.78,
1987,4,4,10030959.74,
1987,4,5,8978932.254,
1987,4,6,10569206.36,
1987,4,7,16489919.18,
1987,4,8,17272823.35,
1987,4,9,13260439.46,
1987,4,10,9296987.075,
1987,4,11,7633315.704,
1987,4,12,6728082.752,
1987,4,13,6091973.11,
1987,4,14,6091973.11,
1987,4,15,5676055.267,
1987,4,16,11523370.82,
1987,4,17,17957864.51,
1987,4,18,15707015.01,
1987,4,19,11865891.4,
1987,4,20,8049233.546,
1987,4,21,6703616.996,
1987,4,22,6067507.354,
1987,4,23,5994110.088,
1987,4,24,6067507.354,
1987,4,25,5627123.756,
1987,4,26,4746356.559,
1987,4,27,4305972.961,
1987,4,28,3645397.564,
1987,4,29,3376274.253,
1987,4,30,3107150.943,
1987,5,1,3302876.987,
1987,5,2,3547534.542,
1987,5,3,10397946.07,
1987,5,4,20575700.34,
1987,5,5,17444083.64,
1987,5,6,10544740.6,
1987,5,7,7584384.193,
1987,5,8,5358000.446,
1987,5,9,4428301.738,
1987,5,10,3523068.786,
1987,5,11,3523068.786,
1987,5,12,2911424.9,
1987,5,13,2935890.655,
1987,5,14,3131616.699,
1987,5,15,2307120.74,
1987,5,16,1962153.588,
1987,5,17,2175005.66,
1987,5,18,3523068.786,
1987,5,19,17811069.97,
1987,5,20,30337536.77,
1987,5,21,20233179.77,
1987,5,22,13358302.48,
1987,5,23,7241863.616,
1987,5,24,5529260.734,
1987,5,25,4893151.092,
1987,5,26,3914520.874,
1987,5,27,5260137.424,
1987,5,28,4379370.227,
1987,5,29,4012383.895,
1987,5,30,3718794.83,
1987,5,31,4672959.293,
1987,6,1,7853507.503,
1987,6,2,8416219.878,
1987,6,3,10960658.45,
1987,6,4,22997810.13,
1987,6,5,18300385.08,
1987,6,6,11963754.42,
1987,6,7,7021671.817,
1987,6,8,5382466.201,
1987,6,9,4672959.293,
1987,6,10,6556822.463,
1987,6,11,7853507.503,
1987,6,12,6703616.996,
1987,6,13,10397946.07,
1987,6,14,14141206.66,
1987,6,15,9639507.651,
1987,6,16,5945178.577,
1987,6,17,3302876.987,
1987,6,18,2277761.833,
1987,6,19,2084482.365,
1987,6,20,1629419.314,
1987,6,21,1930348.106,
1987,6,22,4330438.716,
1987,6,23,6923808.795,
1987,6,24,6997206.062,
1987,6,25,4672959.293,
1987,6,26,2911424.9,
1987,6,27,2294887.862,
1987,6,28,2292441.287,
1987,6,29,1612293.285,
1987,6,30,1896096.048,
1987,7,1,4501699.005,
1987,7,2,8049233.546,
1987,7,3,16318658.89,
1987,7,4,20257645.52,
1987,7,5,19792796.17,
1987,7,6,16343124.65,
1987,7,7,11768028.38,
1987,7,8,12208411.97,
1987,7,9,14459261.48,
1987,7,10,8514082.9,
1987,7,11,5431397.712,
1987,7,12,7339726.638,
1987,7,13,9737370.673,
1987,7,14,8954466.498,
1987,7,15,7217397.861,
1987,7,16,6997206.062,
1987,7,17,7290795.127,
1987,7,18,6287699.153,
1987,7,19,4208109.939,
1987,7,20,2666767.345,
1987,7,21,2429449.517,
1987,7,22,2219044.02,
1987,7,23,2052676.883,
1987,7,24,1639205.616,
1987,7,25,1039794.607,
1987,7,26,1061813.787,
1987,7,27,822049.3835,
1987,7,28,998202.8228,
1987,7,29,1007989.125,
1987,7,30,973737.0673,
1987,7,31,675254.8507,
1987,8,1,951717.8874,
1987,8,2,707060.3328,
1987,8,3,746205.5415,
1987,8,4,1164569.96,
1987,8,5,1206161.744,
1987,8,6,785350.7503,
1987,8,7,819602.8079,
1987,8,8,611643.8865,
1987,8,9,870980.8944,
1987,8,10,682594.5773,
1987,8,11,1103405.571,
1987,8,12,971290.4918,
1987,8,13,775564.4481,
1987,8,14,716846.635,
1987,8,15,562712.3756,
1987,8,16,548032.9223,
1987,8,17,711953.4839,
1987,8,18,489315.1092,
1987,8,19,442830.1738,
1987,8,20,452616.476,
1987,8,21,506441.138,
1987,8,22,523567.1668,
1987,8,23,435490.4472,
1987,8,24,420810.9939,
1987,8,25,435490.4472,
1987,8,26,802476.7791,
1987,8,27,1499750.81,
1987,8,28,7364192.393,
1987,8,29,9761836.429,
1987,8,30,6238767.642,
1987,8,31,4428301.738,
1987,9,1,3572000.297,
1987,9,2,3082685.188,
1987,9,3,1930348.106,
1987,9,4,1538896.018,
1987,9,5,1291791.888,
1987,9,6,1103405.571,
1987,9,7,951717.8874,
1987,9,8,924805.5564,
1987,9,9,782904.1747,
1987,9,10,763331.5704,
1987,9,11,885660.3477,
1987,9,12,819602.8079,
1987,9,13,726632.9372,
1987,9,14,817156.2324,
1987,9,15,1042241.183,
1987,9,16,1157230.233,
1987,9,17,1817805.631,
1987,9,18,1394548.061,
1987,9,19,1396994.637,
1987,9,20,1277112.435,
1987,9,21,1069153.514,
1987,9,22,968843.9162,
1987,9,23,1538896.018,
1987,9,24,807369.9302,
1987,9,25,648342.5197,
1987,9,26,787797.3258,
1987,9,27,704613.7572,
1987,9,28,601857.5843,
1987,9,29,618983.6131,
1987,9,30,596964.4332,
1987,10,1,601857.5843,
1987,10,2,655682.2463,
1987,10,3,621430.1887,
1987,10,4,648342.5197,
1987,10,5,709506.9083,
1987,10,6,922358.9808,
1987,10,7,1132764.478,
1987,10,8,736419.2393,
1987,10,9,609197.311,
1987,10,10,621430.1887,
1987,10,11,667915.1241,
1987,10,12,853854.8656,
1987,10,13,736419.2393,
1987,10,14,900339.8009,
1987,10,15,760884.9948,
1987,10,16,631216.4909,
1987,10,17,643449.3686,
1987,10,18,570052.1022,
1987,10,19,545586.3468,
1987,10,20,682594.5773,
1987,10,21,711953.4839,
1987,10,22,584731.5555,
1987,10,23,631216.4909,
1987,10,24,618983.6131,
1987,10,25,692380.8795,
1987,10,26,900339.8009,
1987,10,27,1839824.811,
1987,10,28,1759087.818,
1987,10,29,2519972.812,
1987,10,30,1763980.969,
1987,10,31,1436139.846,
1987,11,1,1304024.766,
1987,11,2,1541342.594,
1987,11,3,1171909.687,
1987,11,4,1409227.514,
1987,11,5,1020222.003,
1987,11,6,939485.0097,
1987,11,7,893000.0743,
1987,11,8,1908328.926,
1987,11,9,1737068.638,
1987,11,10,1516876.839,
1987,11,11,3009287.922,
1987,11,12,3376274.253,
1987,11,13,2495507.057,
1987,11,14,1316257.644,
1987,11,15,853854.8656,
1987,11,16,1152337.082,
1987,11,17,927252.1319,
1987,11,18,778011.0236,
1987,11,19,733972.6638,
1987,11,20,1091172.694,
1987,11,21,880767.1966,
1987,11,22,763331.5704,
1987,11,23,782904.1747,
1987,11,24,751098.6926,
1987,11,25,3033753.677,
1987,11,26,8147096.568,
1987,11,27,11229781.76,
1987,11,28,10349014.56,
1987,11,29,10079891.25,
1987,11,30,15315562.92,
1987,12,1,15853809.54,
1987,12,2,10985124.2,
1987,12,3,10911726.94,
1987,12,4,12208411.97,
1987,12,5,9737370.673,
1987,12,6,8024767.791,
1987,12,7,7315260.883,
1987,12,8,7266329.372,
1987,12,9,10397946.07,
1987,12,10,14483727.23,
1987,12,11,16440987.67,
1987,12,12,15413425.94,
1987,12,13,14190138.17,
1987,12,14,12599864.06,
1987,12,15,24955070.57,
1987,12,16,52601374.24,
1987,12,17,48442195.81,
1987,12,18,36209318.08,
1987,12,19,26667673.45,
1987,12,20,29358906.55,
1987,12,21,40368496.51,
1987,12,22,39145208.74,
1987,12,23,30582194.33,
1987,12,24,23487125.24,
1987,12,25,20061919.48,
1987,12,26,18985426.24,
1987,12,27,17664275.44,
1987,12,28,16294193.14,
1987,12,29,17737672.71,
1987,12,30,22337234.73,
1987,12,31,18985426.24,
1988,1,1,13284905.21,
1988,1,2,10055425.49,
1988,1,3,6679151.241,
1988,1,4,5015479.869,
1988,1,5,4036849.651,
1988,1,6,3425205.764,
1988,1,7,3669863.319,
1988,1,8,3914520.874,
1988,1,9,3058219.433,
1988,1,10,2568904.323,
1988,1,11,2299781.013,
1988,1,12,2079589.214,
1988,1,13,1908328.926,
1988,1,14,1761534.393,
1988,1,15,1663671.371,
1988,1,16,1570701.501,
1988,1,17,2813561.878,
1988,1,18,7119534.839,
1988,1,19,8244959.59,
1988,1,20,10397946.07,
1988,1,21,13921014.86,
1988,1,22,15217699.9,
1988,1,23,11572302.33,
1988,1,24,9908630.961,
1988,1,25,8856603.477,
1988,1,26,5994110.088,
1988,1,27,4159178.428,
1988,1,28,2691233.101,
1988,1,29,3302876.987,
1988,1,30,3987918.14,
1988,1,31,5920712.821,
1988,2,1,12746658.59,
1988,2,2,20991618.18,
1988,2,3,31805482.1,
1988,2,4,25689043.23,
1988,2,5,18226987.82,
1988,2,6,9541644.629,
1988,2,7,5529260.734,
1988,2,8,5822849.799,
1988,2,9,5504794.979,
1988,2,10,4770822.315,
1988,2,11,4281507.206,
1988,2,12,3914520.874,
1988,2,13,3547534.542,
1988,2,14,3376274.253,
1988,2,15,3743260.585,
1988,2,16,4672959.293,
1988,2,17,8098165.057,
1988,2,18,10813863.91,
1988,2,19,13138110.68,
1988,2,20,22508495.02,
1988,2,21,32539454.76,
1988,2,22,31071509.43,
1988,2,23,43059729.61,
1988,2,24,47218908.04,
1988,2,25,38411236.07,
1988,2,26,21040549.7,
1988,2,27,15168768.39,
1988,2,28,12232877.73,
1988,2,29,10520274.85,
1988,3,1,9884165.206,
1988,3,2,8685343.188,
1988,3,3,7829041.747,
1988,3,4,7095069.083,
1988,3,5,6483425.197,
1988,3,6,6214301.887,
1988,3,7,7486521.171,
1988,3,8,7975836.28,
1988,3,9,19425809.84,
1988,3,10,32050139.65,
1988,3,11,30337536.77,
1988,3,12,24710413.01,
1988,3,13,23364796.46,
1988,3,14,22410632,
1988,3,15,18936494.73,
1988,3,16,14654987.52,
1988,3,17,11474439.31,
1988,3,18,8978932.254,
1988,3,19,7339726.638,
1988,3,20,8367288.367,
1988,3,21,8122630.813,
1988,3,22,5920712.821,
1988,3,23,6116438.865,
1988,3,24,12306275,
1988,3,25,38166578.52,
1988,3,26,45261647.6,
1988,3,27,38411236.07,
1988,3,28,29603564.11,
1988,3,29,22948878.62,
1988,3,30,17908933,
1988,3,31,13774220.32,
1988,4,1,11449973.56,
1988,4,2,10520274.85,
1988,4,3,13040247.66,
1988,4,4,34252057.64,
1988,4,5,42815072.06,
1988,4,6,34252057.64,
1988,4,7,47952880.7,
1988,4,8,56760552.67,
1988,4,9,50399456.25,
1988,4,10,42325756.95,
1988,4,11,32539454.76,
1988,4,12,25689043.23,
1988,4,13,19401344.08,
1988,4,14,14606056.01,
1988,4,15,10764932.4,
1988,4,16,7877973.258,
1988,4,17,7241863.616,
1988,4,18,5529260.734,
1988,4,19,5504794.979,
1988,4,20,4501699.005,
1988,4,21,4061315.406,
1988,4,22,4061315.406,
1988,4,23,3816657.852,
1988,4,24,3376274.253,
1988,4,25,3278411.232,
1988,4,26,3082685.188,
1988,4,27,2740164.612,
1988,4,28,2715698.856,
1988,4,29,2764630.367,
1988,4,30,2258189.229,
1988,5,1,2617835.834,
1988,5,2,2231276.898,
1988,5,3,2130967.301,
1988,5,4,2055123.459,
1988,5,5,1932794.681,
1988,5,6,1896096.048,
1988,5,7,1585380.954,
1988,5,8,2094268.667,
1988,5,9,1964600.163,
1988,5,10,1634312.465,
1988,5,11,2326693.344,
