Date,code,"NO23, mg/L as N"
2013-08-19,0,1.5666666666666667
2013-08-20,0,1.63
2013-08-21,0,2.55
2013-08-22,0,3.55
2013-08-23,0,3.17
2013-08-24,0,3.46
2013-08-25,0,4.89
2013-08-26,0,5.496666666666667
2013-08-27,0,2.46
2013-08-28,0,1.98
2013-08-29,0,3.81
2013-08-30,0,4.24
2013-08-31,0,3.34
2013-09-01,0,2.45
2013-09-02,0,3.38
2013-09-03,0,4.71
2013-09-04,0,3.59
2013-09-05,0,2.7
2013-09-06,0,3.03
2013-09-07,0,3.2
2013-09-08,0,3.84
2013-09-09,0,4.706666666666667
2013-09-10,0,6.3
2013-09-11,0,7.08
2013-09-12,0,7.01
2013-09-13,0,7.01
2013-09-14,0,5.55
2013-09-15,0,5.67
2013-09-16,0,6.196666666666666
2013-09-17,0,7.94
2013-09-18,0,5.81
2013-09-19,0,4.25
2013-09-20,0,4.390000000000001
2013-09-21,0,4.225
2013-09-22,0,4.87
2013-09-23,0,2.8200000000000003
2013-09-24,0,3.07
2013-09-25,0,2.83
2013-09-26,0,3.05
2013-09-27,0,3.23
2013-09-28,0,3.48
2013-09-29,0,4.15
2013-09-30,0,4.173333333333334
2013-10-01,0,4.99
2013-10-02,0,4.77
2013-10-03,0,6.93
2013-10-04,0,5.18
2013-10-05,0,2.8666666666666667
2013-10-06,0,2.9066666666666667
2013-10-07,0,3.0125
2013-10-08,0,3.233333333333333
2013-10-09,0,3.3899999999999997
2013-10-10,0,3.68
2013-10-11,0,3.62
2013-10-12,0,3.7
2013-10-13,0,3.5
2013-10-14,0,3.58
2013-10-15,0,3.28
2013-10-16,0,3.2
2013-10-17,0,3.44
2013-10-18,0,3.73
2013-10-19,0,3.32
2013-10-20,0,3.64
2013-10-21,0,3.85
2013-10-22,0,3.6
2013-10-23,0,3.19
2013-10-24,0,3.32
2013-10-25,0,3.37
2013-10-26,0,3.15
2013-10-27,0,3.11
2013-10-28,0,3.5700000000000003
2013-10-29,0,4.08
2013-10-30,0,4.13
2013-10-31,0,4.09
2013-11-01,0,4.093333333333334
2013-11-02,0,4.55
2013-11-03,0,4.605
2013-11-04,0,4.579999999999999
2013-11-05,0,3.86
2013-11-06,0,3.66
2013-11-07,0,3.11
2013-11-08,0,3.6
2013-11-09,0,3.48
2013-11-10,0,3.31
2013-11-11,0,3.4333333333333336
2013-11-12,0,3.3
2013-11-13,0,3.22
2013-11-14,0,3.43
2013-11-15,0,3.44
2013-11-16,0,3.52
2013-11-17,0,3.6
2013-11-18,0,2.8549999999999995
2013-11-19,0,3.3266666666666667
2013-11-20,0,3.7533333333333334
2013-11-21,0,3.83
2013-11-22,0,3.51
2013-11-23,0,3.76
2013-11-24,0,3.61
2013-11-25,0,3.6133333333333333
2013-11-26,0,3.79
2013-11-27,0,3.91
2013-11-28,0,3.97
2013-11-29,0,4.23
2013-11-30,0,4.12
2013-12-01,0,4.06
2013-12-02,0,3.86
2013-12-03,0,3.67
2013-12-04,0,7.17
2013-12-05,0,3.57
2013-12-06,0,3.7
2013-12-07,0,3.77
2013-12-08,0,3.59
2013-12-09,0,3.7399999999999998
2013-12-10,0,4.31
2013-12-11,0,4.68
2013-12-12,0,4.63
2013-12-13,0,4.92
2013-12-14,0,5.25
2013-12-15,0,5.44
2013-12-16,0,5.3933333333333335
2013-12-17,0,5.52
2013-12-18,0,5.04
2013-12-19,0,5.33
2013-12-20,0,3.51
2013-12-21,0,6.41
2013-12-22,0,5.65
2013-12-23,0,3.24
2013-12-24,0,3.67
2013-12-25,0,5.07
2013-12-26,0,5.62
2013-12-27,0,5.54
2013-12-28,0,5.07
2013-12-29,0,5.01
2013-12-30,0,5.2
2013-12-31,0,5.16
2014-01-01,0,5.36
2014-01-02,0,5.0
2014-01-03,0,5.14
2014-01-04,0,4.97
2014-01-05,0,4.6
2014-01-06,0,4.66
2014-01-07,0,4.67
2014-01-08,0,4.67
2014-01-09,0,4.5
2014-01-10,0,4.39
2014-01-11,0,3.12
2014-01-12,0,3.42
2014-01-13,0,3.643333333333333
2014-01-14,0,4.04
2014-01-15,0,4.29
2014-01-16,0,4.7
2014-01-17,0,4.8
2014-01-18,0,4.72
2014-01-19,0,4.82
2014-01-20,0,4.489999999999999
2014-01-21,0,4.36
2014-01-22,0,4.7
2014-01-23,0,4.64
2014-01-24,0,4.64
2014-01-25,0,4.65
2014-01-26,0,4.76
2014-01-27,0,4.936666666666667
2014-01-28,0,4.67
2014-01-29,0,4.63
2014-01-30,0,4.71
2014-01-31,0,4.74
2014-02-01,0,3.455
2014-02-02,0,3.1966666666666668
2014-02-03,0,2.625
2014-02-04,0,2.385
2014-02-05,0,2.46
2014-02-06,0,2.68
2014-02-07,0,2.74
2014-02-08,0,2.9
2014-02-09,0,2.94
2014-02-10,0,3.0833333333333335
2014-02-11,0,3.18
2014-02-12,0,3.15
2014-02-13,0,3.32
2014-02-14,0,3.43
2014-02-15,0,3.42
2014-02-16,0,3.2
2014-02-17,0,3.1
2014-02-18,0,3.08
2014-02-19,0,3.04
2014-02-20,0,2.35
2014-02-21,0,2.1149999999999998
2014-02-22,0,1.633333333333333
2014-02-23,0,1.4733333333333334
2014-02-24,0,1.5566666666666666
2014-02-25,0,1.93
2014-02-26,0,2.26
2014-02-27,0,2.43
2014-02-28,0,2.64
2014-03-01,0,2.75
2014-03-02,0,2.73
2014-03-03,0,2.8333333333333335
2014-03-04,0,3.07
2014-03-05,0,3.13
2014-03-06,0,3.26
2014-03-07,0,3.24
2014-03-08,0,3.01
2014-03-09,0,2.87
2014-03-10,0,2.39
2014-03-11,0,1.6766666666666665
2014-03-12,0,1.665
2014-03-13,0,2.36
2014-03-14,0,2.56
2014-03-15,0,2.1366666666666667
2014-03-16,0,2.293333333333333
2014-03-17,0,2.763333333333333
2014-03-18,0,3.0
2014-03-19,0,3.02
2014-03-20,0,2.96
2014-03-21,0,3.52
2014-03-22,0,3.8
2014-03-23,0,4.22
2014-03-24,0,4.233333333333333
2014-03-25,0,3.95
2014-03-26,0,3.89
2014-03-27,0,3.82
2014-03-28,0,3.68
2014-03-29,0,3.78
2014-03-30,0,3.52
2014-03-31,0,3.763333333333333
2014-04-01,0,3.77
2014-04-02,0,3.77
2014-04-03,0,3.2800000000000002
2014-04-04,0,4.1499999999999995
2014-04-05,0,4.703333333333333
2014-04-06,0,5.466666666666666
2014-04-07,0,5.503333333333334
2014-04-08,0,4.699999999999999
2014-04-09,0,4.516666666666667
2014-04-10,0,4.855
2014-04-11,0,4.79
2014-04-12,0,4.44
2014-04-13,0,4.15
2014-04-14,0,3.9233333333333333
2014-04-15,0,3.58
2014-04-16,0,3.92
2014-04-17,0,4.25
2014-04-18,0,4.39
2014-04-19,0,3.98
2014-04-20,0,3.77
2014-04-21,0,3.42
2014-04-22,0,3.12
2014-04-23,0,3.01
2014-04-24,0,2.89
2014-04-25,0,2.93
2014-04-26,0,3.37
2014-04-27,0,3.3
2014-04-28,0,3.0966666666666662
2014-04-29,0,2.56
2014-04-30,0,2.66
2014-05-01,0,4.15
2014-05-02,0,3.91
2014-05-03,0,3.5
2014-05-04,0,3.29
2014-05-05,0,3.0233333333333334
2014-05-06,0,3.07
2014-05-07,0,2.77
2014-05-08,0,2.82
2014-05-09,0,3.21
2014-05-10,0,2.5
2014-05-11,0,2.56
2014-05-12,0,1.9799999999999998
2014-05-13,0,2.28
2014-05-14,0,2.11
2014-05-15,0,2.59
2014-05-16,0,6.08
2014-05-17,0,7.050000000000001
2014-05-18,0,6.27
2014-05-19,0,5.553333333333335
2014-05-20,0,4.54
2014-05-21,0,3.76
2014-05-22,0,4.785
2014-05-23,0,6.890000000000001
2014-05-24,0,5.49
2014-05-25,0,5.1
2014-05-26,0,4.3
2014-05-27,0,3.475
2014-05-28,0,2.77
2014-05-29,0,3.03
2014-05-30,0,5.87
2014-05-31,0,3.49
2014-06-01,0,2.42
2014-06-02,0,2.1966666666666668
2014-06-03,0,1.7
2014-06-04,0,1.51
2014-06-05,0,1.64
2014-06-06,0,2.81
2014-06-07,0,3.2
2014-06-08,0,2.53
2014-06-09,0,2.5300000000000002
2014-06-10,0,2.16
2014-06-11,0,2.07
2014-06-12,0,1.95
2014-06-13,0,2.01
2014-06-14,0,1.85
2014-06-15,0,2.14
2014-06-16,0,0.9666666666666668
2014-06-17,0,1.09
2014-06-18,0,1.17
2014-06-19,0,3.43
2014-06-20,0,7.956666666666667
2014-06-21,0,11.589999999999998
2014-06-22,0,9.04
2014-06-23,0,5.425
2014-06-24,0,7.2700000000000005
2014-06-25,0,13.959999999999999
2014-06-26,0,13.68
2014-06-27,0,11.06
2014-06-28,0,8.94
2014-06-29,0,7.56
2014-06-30,0,6.654999999999999
2014-07-01,0,4.91
2014-07-02,0,3.82
2014-07-03,0,3.54
2014-07-04,0,3.17
2014-07-05,0,2.64
2014-07-06,0,2.06
2014-07-07,0,1.825
2014-07-08,0,1.58
2014-07-09,0,1.8450000000000002
2014-07-10,0,1.52
2014-07-11,0,2.19
2014-07-12,0,1.45
2014-07-13,0,1.08
2014-07-14,0,0.7933333333333333
2014-07-15,0,0.45
2014-07-16,0,0.42
2014-07-17,0,0.4
2014-07-18,0,0.03
2014-07-19,0,0.0
2014-07-20,0,0.1
2014-07-21,0,0.33
2014-07-28,0,1.96
2014-07-29,0,1.64
2014-07-30,0,1.38
2014-07-31,0,1.13
2014-08-02,0,1.18
2014-08-03,0,1.21
2014-08-04,0,2.2166666666666663
2014-08-05,0,1.64
2014-08-06,0,2.16
2014-08-07,0,3.0
2014-08-08,0,2.81
2014-08-09,0,2.08
2014-08-10,0,0.96
2014-08-11,0,0.6599999999999999
2014-08-12,0,1.13
2014-08-13,0,3.73
2014-08-14,0,1.36
2014-08-15,0,0.02
2014-08-16,0,0.01
2014-08-17,0,0.58
2014-08-18,0,0.595
2014-08-25,0,2.5
2014-08-26,0,2.21
2014-08-27,0,1.5
2014-08-28,0,1.88
2014-08-29,0,1.16
2014-08-30,0,2.07
2014-08-31,0,1.63
2014-09-01,0,1.74
2014-09-02,0,2.21
2014-09-03,0,2.75
2014-09-04,0,2.5
2014-09-05,0,2.95
2014-09-06,0,4.12
2014-09-07,0,4.29
2014-09-08,0,4.81
2014-09-09,0,2.03
2014-09-10,0,0.995
2014-09-11,0,2.9200000000000004
2014-09-12,0,3.0949999999999998
2014-09-13,0,4.42
2014-09-14,0,4.47
2014-09-15,0,4.54
2014-09-16,0,4.16
2014-09-17,0,4.6
2014-09-18,0,4.9
2014-09-19,0,4.0
2014-09-20,0,3.17
2014-09-21,0,3.13
2014-09-22,0,3.89
2014-09-23,0,5.54
2014-09-24,0,4.56
2014-09-25,0,2.31
2014-09-26,0,2.43
2014-09-27,0,3.35
2014-09-28,0,2.94
2014-09-29,0,3.3466666666666662
2014-09-30,0,3.33
2014-10-01,0,4.56
2014-10-02,0,4.78
2014-10-03,0,3.62
2014-10-04,0,3.54
2014-10-05,0,3.38
2014-10-06,0,6.033333333333334
2014-10-07,0,3.87
2014-10-08,0,2.4
2014-10-09,0,2.7
2014-10-10,0,4.34
2014-10-11,0,4.61
2014-10-12,0,2.69
2014-10-13,0,1.9733333333333334
2014-10-14,0,2.72
2014-10-15,0,2.15
2014-10-16,0,2.86
2014-10-17,0,4.7
2014-10-18,0,2.73
2014-10-19,0,2.43
2014-10-20,0,2.2433333333333336
2014-10-21,0,2.29
2014-10-22,0,2.5
2014-10-23,0,2.64
2014-10-24,0,2.59
2014-10-25,0,2.74
2014-10-26,0,2.81
2014-10-27,0,3.03
2014-10-28,0,2.87
2014-10-29,0,3.08
2014-10-30,0,3.09
2014-10-31,0,3.41
2014-11-01,0,3.67
2014-11-02,0,3.85
2014-11-03,0,4.176666666666667
2014-11-04,0,5.73
2014-11-05,0,4.49
2014-11-06,0,4.28
2014-11-07,0,3.37
2014-11-08,0,3.46
2014-11-09,0,3.67
2014-11-10,0,4.8
2014-11-11,0,4.44
2014-11-12,0,4.55
2014-11-13,0,4.38
2014-11-14,0,4.56
2014-11-15,0,4.99
2014-11-16,0,4.83
2014-11-17,0,4.53
2014-11-18,0,5.42
2014-11-19,0,5.57
2014-11-20,0,6.47
2014-11-21,0,8.26
2014-11-22,0,8.45
2014-11-23,0,6.74
2014-11-24,0,5.475
2014-11-25,0,6.77
2014-11-26,0,6.13
2014-11-27,0,5.64
2014-11-28,0,5.5
2014-11-29,0,5.26
2014-11-30,0,5.03
2014-12-01,0,4.873333333333334
2014-12-02,0,4.62
2014-12-03,0,4.62
2014-12-04,0,4.74
2014-12-05,0,4.77
2014-12-06,0,4.77
2014-12-07,0,5.5
2014-12-08,0,4.906666666666667
2014-12-09,0,5.55
2014-12-10,0,5.49
2014-12-11,0,5.78
2014-12-12,0,5.99
2014-12-13,0,6.15
2014-12-14,0,6.09
2014-12-15,0,5.8500000000000005
2014-12-16,0,5.65
2014-12-17,0,5.36
2014-12-18,0,5.96
2014-12-19,0,5.16
2014-12-20,0,4.82
2014-12-21,0,5.0
2014-12-22,0,5.0
2014-12-23,0,4.8
2014-12-24,0,4.41
2014-12-25,0,5.58
2014-12-26,0,6.7
2014-12-27,0,6.66
2014-12-28,0,6.28
2014-12-29,0,6.09
2014-12-30,0,5.99
2014-12-31,0,5.94
2015-01-01,0,6.52
2015-01-02,0,6.42
2015-01-03,0,4.92
2015-01-04,0,5.65
2015-01-05,0,5.83
2015-01-22,0,3.49
2015-01-23,0,3.69
2015-01-24,0,3.99
2015-01-25,0,4.09
2015-01-26,0,4.24
2015-01-27,0,4.74
2015-01-28,0,4.84
2015-01-29,0,5.0
2015-02-03,0,4.765
2015-02-04,0,4.93
2015-02-05,0,4.81
2015-02-06,0,4.87
2015-02-07,0,4.93
2015-02-08,0,4.72
2015-02-09,0,4.363333333333333
2015-02-10,0,3.97
2015-02-11,0,3.93
2015-02-12,0,4.31
2015-02-13,0,4.61
2015-02-14,0,4.67
2015-02-15,0,4.79
2015-02-16,0,5.053333333333334
2015-02-17,0,5.31
2015-02-18,0,5.12
2015-02-19,0,5.48
2015-02-20,0,5.89
2015-02-21,0,1.08
2015-02-22,0,1.44
2015-02-23,0,6.2
2015-02-24,0,1.57
2015-02-25,0,4.94
2015-02-26,0,6.19
2015-02-27,0,6.18
2015-02-28,0,6.48
2015-03-01,0,6.44
2015-03-02,0,6.94
2015-03-03,0,7.05
2015-03-04,0,2.33
2015-03-05,0,2.83
2015-03-06,0,3.28
2015-03-07,0,3.83
2015-03-08,0,3.59
2015-03-09,0,3.026666666666667
2015-03-10,0,2.06
2015-03-11,0,1.4766666666666666
2015-03-12,0,1.64
2015-03-13,0,2.065
2015-03-14,0,3.37
2015-03-15,0,4.046666666666667
2015-03-16,0,5.2275
2015-03-17,0,6.48
2015-03-18,0,7.58
2015-03-19,0,7.46
2015-03-20,0,6.93
2015-03-21,0,6.35
2015-03-22,0,5.9
2015-03-23,0,5.453333333333333
2015-03-24,0,4.94
2015-03-25,0,4.29
2015-03-26,0,5.18
2015-03-27,0,8.790000000000001
2015-03-28,0,8.92
2015-03-29,0,8.11
2015-03-30,0,7.183333333333334
2015-03-31,0,6.2
2015-04-01,0,5.65
2015-04-02,0,5.95
2015-04-03,0,5.4
2015-04-04,0,6.56
2015-04-05,0,6.71
2015-04-06,0,6.6433333333333335
2015-04-07,0,7.59
2015-04-08,0,8.54
2015-04-09,0,7.9433333333333325
2015-04-10,0,6.68
2015-04-11,0,7.653333333333333
2015-04-12,0,8.530000000000001
2015-04-13,0,8.36
2015-04-14,0,7.42
2015-04-15,0,6.97
2015-04-16,0,6.66
2015-04-17,0,6.64
2015-04-18,0,6.31
2015-04-19,0,5.73
2015-04-20,0,5.465
2015-04-21,0,8.520000000000001
2015-04-22,0,9.105
2015-04-23,0,9.24
2015-04-24,0,8.34
2015-04-25,0,7.49
2015-04-26,0,6.91
2015-04-27,0,6.4925
2015-04-28,0,6.31
2015-05-04,0,4.56
2015-05-05,0,4.04
2015-05-06,0,3.81
2015-05-07,0,3.4
2015-05-08,0,2.93
2015-05-09,0,2.92
2015-05-10,0,2.93
2015-05-11,0,2.973333333333333
2015-05-12,0,4.17
2015-05-13,0,4.07
2015-05-14,0,4.33
2015-05-15,0,4.07
2015-05-16,0,4.2
2015-05-17,0,4.0
2015-05-18,0,4.42
2015-05-19,0,3.44
2015-05-20,0,3.64
2015-05-21,0,3.38
2015-05-22,0,3.13
2015-05-23,0,3.03
2015-05-24,0,2.76
2015-05-25,0,2.48
2015-05-26,0,1.83
2015-05-27,0,4.68
2015-05-28,0,10.09
2015-05-29,0,9.78
2015-05-30,0,11.780000000000001
2015-05-31,0,14.973333333333334
2015-06-01,0,19.6475
2015-06-02,0,19.59
2015-06-03,0,17.825000000000003
2015-06-04,0,15.44
2015-06-05,0,13.45
2015-06-06,0,11.64
2015-06-07,0,10.09
2015-06-08,0,9.043333333333331
2015-06-09,0,8.46
2015-06-10,0,11.645
2015-06-11,0,14.265
2015-06-12,0,11.68
2015-06-13,0,10.27
2015-06-14,0,13.665
2015-06-15,0,13.855
2015-06-16,0,11.076666666666668
2015-06-17,0,9.270000000000001
2015-06-18,0,9.66
2015-06-19,0,9.91
2015-06-20,0,9.13
2015-06-21,0,8.68
2015-06-22,0,8.04
2015-06-23,0,6.97
2015-06-24,0,6.54
2015-06-25,0,5.4
2015-06-26,0,5.04
2015-06-27,0,4.006666666666667
2015-06-28,0,3.6733333333333333
2015-06-29,0,3.2199999999999998
2015-06-30,0,3.205
2015-07-01,0,4.06
2015-07-02,0,4.48
2015-07-03,0,4.78
2015-07-04,0,5.15
2015-07-05,0,5.4
2015-07-06,0,5.226666666666667
2015-07-07,0,4.35
2015-07-08,0,4.48
2015-07-09,0,2.69
2015-07-10,0,1.53
2015-07-11,0,1.4300000000000002
2015-07-12,0,2.755
2015-07-13,0,1.8299999999999998
2015-07-14,0,1.6533333333333333
2015-07-15,0,2.23
2015-07-16,0,2.46
2015-07-17,0,3.25
2015-07-18,0,3.63
2015-07-19,0,3.21
2015-07-20,0,2.506666666666667
2015-07-21,0,2.5
2015-07-22,0,3.2
2015-07-23,0,3.33
2015-07-24,0,3.39
2015-07-25,0,3.16
2015-07-26,0,2.87
2015-07-27,0,2.9966666666666666
2015-07-28,0,2.32
2015-07-29,0,1.7
2015-08-05,0,2.17
2015-08-06,0,1.63
2015-08-07,0,1.48
2015-08-08,0,0.97
2015-08-09,0,0.84
2015-08-10,0,0.8933333333333332
2015-08-11,0,2.11
2015-08-12,0,1.76
2015-08-13,0,2.38
2015-08-14,0,0.64
2015-08-15,0,0.72
2015-08-16,0,1.67
2015-08-17,0,1.1866666666666668
2015-08-18,0,1.13
2015-08-19,0,1.65
2015-08-20,0,1.39
2015-08-21,0,1.51
2015-08-22,0,1.26
2015-08-23,0,1.63
2015-08-24,0,1.3266666666666667
2015-08-25,0,1.84
2015-08-26,0,1.74
2015-08-27,0,1.16
2015-08-28,0,1.7
2015-08-29,0,2.55
2015-08-30,0,2.05
2015-08-31,0,1.4333333333333333
2015-09-01,0,1.99
2015-09-02,0,1.52
2015-09-03,0,1.61
2015-09-04,0,1.71
2015-09-05,0,0.9299999999999999
2015-09-06,0,1.155
2015-09-07,0,1.7033333333333331
2015-09-08,0,1.65
2015-09-09,0,1.84
2015-09-10,0,2.04
2015-09-11,0,2.32
2015-09-12,0,2.11
2015-09-13,0,2.73
2015-09-14,0,3.043333333333333
2015-09-15,0,3.37
2015-09-16,0,2.55
2015-09-17,0,2.56
2015-09-18,0,2.22
2015-09-19,0,1.22
2015-09-20,0,3.14
2015-09-21,0,2.2133333333333334
2015-09-22,0,2.34
2015-09-23,0,2.4
2015-09-24,0,2.1
2015-09-25,0,1.87
2015-09-26,0,1.95
2015-09-27,0,2.12
2015-09-28,0,2.956666666666667
2015-09-29,0,3.38
2015-09-30,0,3.57
2015-10-01,0,3.43
2015-10-02,0,3.73
2015-10-03,0,3.41
2015-10-04,0,3.41
2015-10-05,0,4.483333333333333
2015-10-06,0,4.29
2015-10-07,0,3.83
2015-10-08,0,3.84
2015-10-09,0,3.85
2015-10-10,0,3.51
2015-10-11,0,3.39
2015-10-12,0,4.033333333333333
2015-10-13,0,4.48
2015-10-14,0,5.13
2015-10-15,0,5.19
2015-10-16,0,4.59
2015-10-17,0,4.49
2015-10-18,0,5.05
2015-10-19,0,5.180000000000001
2015-10-20,0,5.67
2015-10-21,0,6.62
2015-10-22,0,6.03
2015-10-23,0,5.25
2015-10-24,0,5.22
2015-10-25,0,5.28
2015-10-26,0,5.276666666666666
2015-10-27,0,5.22
2015-10-28,0,5.27
2015-10-29,0,5.619999999999999
2015-10-30,0,4.63
2015-10-31,0,3.37
2015-11-01,0,3.24
2015-11-02,0,3.215
2015-11-09,0,3.16
2015-11-10,0,2.37
2015-11-11,0,2.35
2015-11-12,0,2.43
2015-11-13,0,3.64
2015-11-14,0,3.42
2015-11-15,0,3.21
2015-11-16,0,3.0733333333333337
2015-11-17,0,3.13
2015-11-18,0,3.72
2015-11-19,0,3.45
2015-11-20,0,3.33
2015-11-21,0,3.41
2015-11-22,0,3.97
2015-11-23,0,4.46
2015-11-24,0,4.89
2015-11-25,0,5.05
2015-11-26,0,5.54
2015-11-27,0,5.65
2015-11-28,0,3.98
2015-11-29,0,4.74
2015-11-30,0,3.36
2015-12-01,0,3.56
2015-12-02,0,3.24
2015-12-03,0,3.13
2015-12-04,0,3.7
2015-12-05,0,3.76
2015-12-06,0,3.64
2015-12-07,0,3.85
2015-12-08,0,4.05
2015-12-09,0,4.07
2015-12-10,0,5.3658
2015-12-11,0,5.0
2015-12-12,0,4.53
2015-12-13,0,4.74
2015-12-14,0,4.58
2015-12-15,0,4.17
2015-12-16,0,4.32
2015-12-17,0,4.36
2015-12-18,0,4.48
2015-12-19,0,4.58
2015-12-20,0,4.7
2015-12-21,0,4.31
2015-12-22,0,4.63
2015-12-23,0,3.76
2015-12-24,0,5.17
2015-12-25,0,4.87
2015-12-26,0,4.56
2015-12-27,0,7.44
2015-12-28,0,10.29
2015-12-29,0,7.7
2015-12-30,0,7.02
2015-12-31,0,8.48
2016-01-07,0,5.97
2016-01-08,0,5.69
2016-01-09,0,5.56
2016-01-10,0,6.085
2016-01-11,0,7.996666666666666
2016-01-12,0,8.04
2016-01-13,0,8.18
2016-01-14,0,7.78
2016-01-15,0,6.98
2016-01-16,0,6.33
2016-01-17,0,6.47
2016-01-18,0,6.77
2016-01-21,0,7.4
2016-01-22,0,6.89
2016-01-23,0,6.8
2016-01-24,0,6.42
2016-01-25,0,6.343333333333333
2016-01-26,0,5.25
2016-01-27,0,5.36
2016-01-28,0,5.34
2016-01-29,0,5.04
2016-01-30,0,4.95
2016-01-31,0,4.74
2016-02-01,0,4.453333333333333
2016-02-02,0,4.39
2016-02-03,0,5.35
2016-02-04,0,6.5133333333333345
2016-02-05,0,7.005
2016-02-06,0,6.96
2016-02-07,0,6.69
2016-02-08,0,6.29
2016-02-09,0,5.9
2016-02-10,0,5.8
2016-02-11,0,5.86
2016-02-12,0,6.04
2016-02-13,0,6.29
2016-02-14,0,6.46
2016-02-15,0,6.400000000000001
2016-02-16,0,6.13
2016-02-17,0,6.02
2016-02-18,0,6.03
2016-02-19,0,5.73
2016-02-20,0,5.16
2016-02-21,0,5.15
2016-02-22,0,4.953333333333333
2016-02-23,0,4.73
2016-02-24,0,2.67
2016-02-25,0,9.83
2016-02-26,0,9.283333333333333
2016-02-27,0,9.379999999999999
2016-02-28,0,8.47
2016-02-29,0,7.836666666666666
2016-03-01,0,7.06
2016-03-02,0,6.960000000000001
2016-03-03,0,7.140000000000001
2016-03-04,0,7.24
2016-03-05,0,6.54
2016-03-06,0,6.47
2016-03-07,0,6.87
2016-03-08,0,7.1
2016-03-09,0,6.89
2016-03-10,0,6.285
2016-03-11,0,7.373333333333334
2016-03-12,0,7.123333333333334
2016-03-13,0,7.24
2016-03-14,0,7.2725
2016-03-15,0,6.373333333333334
2016-03-16,0,5.419999999999999
2016-03-17,0,6.154999999999999
2016-03-18,0,6.33
2016-03-19,0,6.31
2016-03-20,0,6.16
2016-03-21,0,6.033333333333334
2016-03-22,0,5.92
2016-03-23,0,5.65
2016-03-24,0,4.695
2016-03-25,0,5.896666666666666
2016-03-26,0,6.543333333333333
2016-03-27,0,6.9433333333333325
2016-03-28,0,4.4825
2016-03-29,0,5.98
2016-03-30,0,6.63
2016-03-31,0,5.615
2016-04-01,0,6.526666666666667
2016-04-02,0,6.6
2016-04-03,0,6.82
2016-04-04,0,6.7299999999999995
2016-04-05,0,6.88
2016-04-06,0,6.51
2016-04-07,0,5.543333333333333
2016-04-08,0,5.8500000000000005
2016-04-09,0,6.396666666666666
2016-04-10,0,6.41
2016-04-11,0,5.373333333333334
2016-04-12,0,5.78
2016-04-13,0,6.37
2016-04-16,0,6.04
2016-04-17,0,5.82
2016-04-18,0,3.65
2016-04-19,0,5.01
2016-04-20,0,4.81
2016-04-21,0,4.59
2016-04-22,0,4.58
2016-04-23,0,4.57
2016-04-24,0,4.41
2016-04-25,0,4.833333333333333
2016-04-26,0,4.7
2016-04-27,0,7.16
2016-04-28,0,7.15
2016-04-29,0,8.19
2016-04-30,0,8.32
2016-05-01,0,7.63
2016-05-02,0,6.215
2016-05-03,0,4.403333333333333
2016-05-04,0,4.933333333333334
2016-05-05,0,5.26
2016-05-06,0,5.07
2016-05-07,0,4.84
2016-05-08,0,4.78
2016-05-09,0,4.806666666666667
2016-05-10,0,4.83
2016-05-11,0,4.72
2016-05-12,0,5.09
2016-05-13,0,5.22
2016-05-14,0,4.99
2016-05-15,0,4.76
2016-05-16,0,4.740000000000001
2016-05-17,0,4.25
2016-05-18,0,4.2
2016-05-19,0,4.11
2016-05-20,0,3.84
2016-05-21,0,3.65
2016-05-22,0,3.69
2016-05-23,0,3.676666666666667
2016-05-24,0,3.12
2016-05-25,0,2.98
2016-05-26,0,2.91
2016-05-27,0,2.71
2016-05-28,0,2.4
2016-05-29,0,2.26
2016-05-30,0,2.393333333333333
2016-05-31,0,2.34
2016-06-01,0,2.05
2016-06-02,0,1.88
2016-06-03,0,1.87
2016-06-04,0,1.78
2016-06-05,0,1.67
2016-06-06,0,2.06
2016-06-07,0,8.96
2016-06-08,0,10.26
2016-06-09,0,8.64
2016-06-10,0,5.8
2016-06-11,0,5.68
2016-06-12,0,4.78
2016-06-13,0,4.243333333333333
2016-06-14,0,3.36
2016-06-15,0,3.11
2016-06-16,0,2.52
2016-06-17,0,2.25
2016-06-18,0,1.93
2016-06-19,0,1.49
2016-06-20,0,1.2733333333333334
2016-06-21,0,1.32
2016-06-22,0,1.46
2016-06-23,0,1.02
2016-06-24,0,14.73
2016-06-25,0,12.545
2016-06-26,0,10.93
2016-06-27,0,11.486666666666666
2016-06-28,0,9.66
2016-06-29,0,7.92
2016-06-30,0,6.57
2016-07-01,0,4.56
2016-07-02,0,3.89
2016-07-03,0,3.08
2016-07-04,0,2.88
2016-07-08,0,0.73
2016-07-09,0,0.36
2016-07-10,0,0.53
2016-07-11,0,1.2133333333333332
2016-07-12,0,2.09
2016-07-13,0,1.5
2016-07-14,0,0.02
2016-07-15,0,0.64
2016-07-16,0,1.06
2016-07-17,0,1.71
2016-07-18,0,1.2333333333333334
2016-07-19,0,0.86
2016-07-20,0,0.4
2016-07-21,0,1.11
2016-07-22,0,0.96
2016-07-23,0,0.39
2016-07-24,0,0.42
2016-07-25,0,0.32999999999999996
2016-07-26,0,0.79
2016-07-27,0,2.22
2016-07-28,0,2.53
2016-07-29,0,1.98
2016-07-30,0,0.56
2016-07-31,0,0.29
2016-08-01,0,0.2966666666666667
2016-08-02,0,0.25
2016-08-03,0,0.53
2016-08-04,0,0.55
2016-08-05,0,0.58
2016-08-06,0,0.77
