#YY,MM,DD,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,degT,m/s,m/s,m,sec,sec,deg T,hPa,degC,degC,degC,nmi,ft
2015,8,20,233.5,8.304166667,NAN,NAN,NAN,NAN,NAN,NAN,22.02916667,24.36666667,NAN,NAN,NAN
2015,8,21,283.4090909,7.25,NAN,NAN,NAN,NAN,NAN,NAN,20.57272727,23.73636364,NAN,NAN,NAN
2015,8,22,121.7083333,4.3375,NAN,NAN,NAN,NAN,NAN,NAN,20.66666667,23.75833333,NAN,NAN,NAN
2015,8,23,128.2380952,4.695238095,NAN,NAN,NAN,NAN,NAN,NAN,21.38571429,23.62380952,NAN,NAN,NAN
2015,8,24,251.5,7.490909091,NAN,NAN,NAN,NAN,NAN,NAN,20.17727273,23.45909091,NAN,NAN,NAN
2015,8,25,270.1904762,8.028571429,NAN,NAN,NAN,NAN,NAN,NAN,17.46190476,23.09047619,NAN,NAN,NAN
2015,8,26,322.1428571,5.714285714,NAN,NAN,NAN,NAN,NAN,NAN,16.82380952,22.69047619,NAN,NAN,NAN
2015,8,27,239.0833333,4.5375,NAN,NAN,NAN,NAN,NAN,NAN,17.8375,22.5875,NAN,NAN,NAN
2015,8,28,122.5833333,2.554166667,NAN,NAN,NAN,NAN,NAN,NAN,18.45,22.52916667,NAN,NAN,NAN
2015,8,29,139.75,4.558333333,NAN,NAN,NAN,NAN,NAN,NAN,20.52083333,22.56666667,NAN,NAN,NAN
2015,8,30,166.6956522,3.769565217,NAN,NAN,NAN,NAN,NAN,NAN,21.22173913,22.66086957,NAN,NAN,NAN
2015,8,31,221.6666667,3.680952381,NAN,NAN,NAN,NAN,NAN,NAN,22.34285714,23.22857143,NAN,NAN,NAN
2015,9,1,194.7619048,2.504761905,NAN,NAN,NAN,NAN,NAN,NAN,22.89047619,23.45238095,NAN,NAN,NAN
2015,9,2,235.2727273,4.063636364,NAN,NAN,NAN,NAN,NAN,NAN,23.20454545,23.84545455,NAN,NAN,NAN
2015,9,3,242.9090909,4.05,NAN,NAN,NAN,NAN,NAN,NAN,22.81818182,24.24545455,NAN,NAN,NAN
2015,9,4,157.2608696,3.965217391,NAN,NAN,NAN,NAN,NAN,NAN,21.87826087,24.14782609,NAN,NAN,NAN
2015,9,5,227.4782609,3.556521739,NAN,NAN,NAN,NAN,NAN,NAN,23.00434783,24.54782609,NAN,NAN,NAN
2015,9,6,201.2916667,2.733333333,NAN,NAN,NAN,NAN,NAN,NAN,23.55,24.82916667,NAN,NAN,NAN
2015,9,7,216.9545455,3.418181818,NAN,NAN,NAN,NAN,NAN,NAN,24.81818182,24.96363636,NAN,NAN,NAN
2015,9,8,211.9047619,3.019047619,NAN,NAN,NAN,NAN,NAN,NAN,25.48571429,25.07142857,NAN,NAN,NAN
2015,9,9,167.2916667,6.095833333,NAN,NAN,NAN,NAN,NAN,NAN,23.49166667,25.09166667,NAN,NAN,NAN
2015,9,10,63.375,7.520833333,NAN,NAN,NAN,NAN,NAN,NAN,20.89583333,24.25833333,NAN,NAN,NAN
2015,9,11,172.7142857,4.114285714,NAN,NAN,NAN,NAN,NAN,NAN,20.10952381,23.8952381,NAN,NAN,NAN
2015,9,12,104.0434783,9.5,NAN,NAN,NAN,NAN,NAN,NAN,15.48695652,22.77391304,NAN,NAN,NAN
2015,9,13,262.5217391,9.104347826,NAN,NAN,NAN,NAN,NAN,NAN,14.85217391,22.06521739,NAN,NAN,NAN
2015,9,14,266.8181818,7.431818182,NAN,NAN,NAN,NAN,NAN,NAN,17.92727273,21.77272727,NAN,NAN,NAN
2015,9,15,212.0952381,5.404761905,NAN,NAN,NAN,NAN,NAN,NAN,20.26190476,21.87619048,NAN,NAN,NAN
2015,9,16,176.7,3.715,NAN,NAN,NAN,NAN,NAN,NAN,20.655,22.015,NAN,NAN,NAN
2015,9,17,213,3.952941176,NAN,NAN,NAN,NAN,NAN,NAN,20.43529412,22.15294118,NAN,NAN,NAN
2015,9,29,142.8333333,5.116666667,NAN,NAN,NAN,NAN,NAN,NAN,18.65,20.83333333,NAN,NAN,NAN
2015,9,30,63.26086957,10.28695652,NAN,NAN,NAN,NAN,NAN,NAN,15.22173913,20.19565217,NAN,NAN,NAN
2015,10,1,85.36363636,13.79090909,NAN,NAN,NAN,NAN,NAN,NAN,12.58181818,19.65,NAN,NAN,NAN
2015,10,2,93.875,15.76666667,NAN,NAN,NAN,NAN,NAN,NAN,11.0875,19.1,NAN,NAN,NAN
2015,10,3,105.6086957,15.32173913,NAN,NAN,NAN,NAN,NAN,NAN,9.573913043,18.55652174,NAN,NAN,NAN
2015,10,4,107.5,7.270833333,NAN,NAN,NAN,NAN,NAN,NAN,12.6125,18.35833333,NAN,NAN,NAN
2015,10,5,108.2857143,4.60952381,NAN,NAN,NAN,NAN,NAN,NAN,15.31904762,18.32380952,NAN,NAN,NAN
2015,10,6,145,2.7625,NAN,NAN,NAN,NAN,NAN,NAN,16.2,18.15833333,NAN,NAN,NAN
2015,10,7,235.0833333,4.625,NAN,NAN,NAN,NAN,NAN,NAN,16.0625,18.26666667,NAN,NAN,NAN
2015,10,8,132.0952381,5.104761905,NAN,NAN,NAN,NAN,NAN,NAN,16.16666667,18.15714286,NAN,NAN,NAN
2015,10,9,228.173913,7.9,NAN,NAN,NAN,NAN,NAN,NAN,16.34347826,18.13478261,NAN,NAN,NAN
2015,10,10,135.4347826,5.6,NAN,NAN,NAN,NAN,NAN,NAN,12.93913043,17.90869565,NAN,NAN,NAN
2015,10,11,218.125,7.4875,NAN,NAN,NAN,NAN,NAN,NAN,14.81666667,17.83333333,NAN,NAN,NAN
2015,10,12,200.1818182,9.754545455,NAN,NAN,NAN,NAN,NAN,NAN,16.95909091,17.83181818,NAN,NAN,NAN
2015,10,13,253.875,11.44583333,NAN,NAN,NAN,NAN,NAN,NAN,14.44166667,17.69583333,NAN,NAN,NAN
2015,10,14,274.3043478,7.965217391,NAN,NAN,NAN,NAN,NAN,NAN,11.68695652,17.43913043,NAN,NAN,NAN
2015,10,15,263.2916667,9.791666667,NAN,NAN,NAN,NAN,NAN,NAN,12.26666667,17.25,NAN,NAN,NAN
2015,10,16,299.75,10.57916667,NAN,NAN,NAN,NAN,NAN,NAN,10.5,16.95,NAN,NAN,NAN
2015,10,17,277.0434783,11.21304348,NAN,NAN,NAN,NAN,NAN,NAN,6.213043478,16.58695652,NAN,NAN,NAN
2015,10,18,237.4166667,9.695833333,NAN,NAN,NAN,NAN,NAN,NAN,6.383333333,15.97916667,NAN,NAN,NAN
2015,10,19,199.2083333,9.166666667,NAN,NAN,NAN,NAN,NAN,NAN,9.1,15.45,NAN,NAN,NAN
2015,10,20,213.25,9.1875,NAN,NAN,NAN,NAN,NAN,NAN,14.3375,15.26666667,NAN,NAN,NAN
2015,10,21,204.6521739,6.082608696,NAN,NAN,NAN,NAN,NAN,NAN,14.95217391,15.30434783,NAN,NAN,NAN
2015,10,22,254,5.559090909,NAN,NAN,NAN,NAN,NAN,NAN,15.1,15.30454545,NAN,NAN,NAN
2015,10,23,103.1304348,7.534782609,NAN,NAN,NAN,NAN,NAN,NAN,11.01304348,15.06956522,NAN,NAN,NAN
2015,10,24,171.7391304,8.447826087,NAN,NAN,NAN,NAN,NAN,NAN,13.52608696,14.89565217,NAN,NAN,NAN
2015,10,25,258.3043478,7.843478261,NAN,NAN,NAN,NAN,NAN,NAN,11.6,14.9,NAN,NAN,NAN
2015,10,26,127.125,5.725,NAN,NAN,NAN,NAN,NAN,NAN,10.62916667,14.8375,NAN,NAN,NAN
2015,10,27,117,8.530434783,NAN,NAN,NAN,NAN,NAN,NAN,10.40869565,14.66521739,NAN,NAN,NAN
2015,10,28,164.5217391,10.15652174,NAN,NAN,NAN,NAN,NAN,NAN,11.71304348,14.53043478,NAN,NAN,NAN
2015,10,29,243.4583333,14.4625,NAN,NAN,NAN,NAN,NAN,NAN,8.025,14.375,NAN,NAN,NAN
2015,10,30,261.2173913,7.986956522,NAN,NAN,NAN,NAN,NAN,NAN,8.095652174,14.03043478,NAN,NAN,NAN
2015,10,31,203.9166667,7.3,NAN,NAN,NAN,NAN,NAN,NAN,9.420833333,13.93333333,NAN,NAN,NAN
2015,11,1,218.5714286,10.47619048,NAN,NAN,NAN,NAN,NAN,NAN,11.48095238,13.89047619,NAN,NAN,NAN
2015,11,2,227.8888889,4.166666667,NAN,NAN,NAN,NAN,NAN,NAN,11.86666667,13.91111111,NAN,NAN,NAN
