YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 04 15 05 306  2.2  2.6  0.00  0.00  0.00 999 1019.8   2.9   0.9 999.0 99.0 99.00
2004 04 15 06 277  3.4  4.0  0.00  0.00  0.00 999 1020.3   2.5   0.9 999.0 99.0 99.00
2004 04 15 07 280  3.9  4.2  0.00  0.00  0.00 999 1020.5   2.1   1.0 999.0 99.0 99.00
2004 04 15 08 303  3.4  3.8  0.00  0.00  0.00 999 1020.9   2.0   1.0 999.0 99.0 99.00
2004 04 15 09 316  3.4  3.7  0.00  0.00  0.00 999 1021.3   1.8   1.0 999.0 99.0 99.00
2004 04 15 10 305  2.9  3.2  0.16  2.70  2.85 999 1022.1   1.7   1.0 999.0 99.0 99.00
2004 04 15 11 275  3.3  3.9  0.24  3.13  3.09 999 1022.7   1.8   1.0 999.0 99.0 99.00
2004 04 15 12 282  3.0  3.2  0.24  3.45  3.16 999 1023.4   1.9   1.0 999.0 99.0 99.00
2004 04 15 13 283  2.0  2.1  0.22  3.13  3.08 999 1024.2   2.0   1.0 999.0 99.0 99.00
2004 04 15 14 309  1.4  1.5  0.23  3.13  3.12 999 1024.3   2.1   1.1 999.0 99.0 99.00
2004 04 15 15 293  0.7  0.8  0.20  3.23  2.98 999 1024.7   2.2   1.1 999.0 99.0 99.00
2004 04 15 16 116  1.2  1.3  0.18  2.94  2.96 999 1025.0   2.1   1.3 999.0 99.0 99.00
2004 04 15 17 146  1.5  1.8  0.19  2.78  3.06 999 1025.0   2.0   1.5 999.0 99.0 99.00
2004 04 15 18 126  2.1  2.3  0.20  4.17  3.27 999 1024.4   1.8   1.5 999.0 99.0 99.00
2004 04 15 19 130  2.2  2.5  0.23  4.00  3.31 999 1024.1   1.8   1.5 999.0 99.0 99.00
2004 04 15 20 124  3.0  3.3  0.21  3.85  3.33 999 1023.4   1.8   1.4 999.0 99.0 99.00
2004 04 15 21 123  2.4  2.7  0.16  3.70  3.23 999 1023.0   1.9   1.4 999.0 99.0 99.00
2004 04 15 22 110  4.0  4.4  0.00  0.00  0.00 999 1022.8   2.2   1.4 999.0 99.0 99.00
2004 04 15 23  96  4.6  5.0  0.00  0.00  0.00 999 1022.4   2.4   1.3 999.0 99.0 99.00
2004 04 16 00  98  4.4  4.9  0.00  0.00  0.00 999 1022.1   2.5   1.3 999.0 99.0 99.00
2004 04 16 01 101  5.0  5.4  0.00  0.00  0.00 999 1021.9   2.7   1.2 999.0 99.0 99.00
2004 04 16 02 107  6.4  7.2  0.00  0.00  0.00 999 1021.6   3.1   1.2 999.0 99.0 99.00
2004 04 16 03 113  7.2  8.0  0.24  2.63  2.71 999 1021.4   3.5   1.2 999.0 99.0 99.00
2004 04 16 04 140  6.7  7.5  0.33  2.63  2.78 999 1021.3   3.8   1.2 999.0 99.0 99.00
2004 04 16 05 144  6.6  7.2  0.31  2.70  2.80 999 1021.3   3.4   1.2 999.0 99.0 99.00
2004 04 16 06 143  8.0  9.0  0.46  2.78  2.87 999 1021.0   3.6   1.2 999.0 99.0 99.00
2004 04 16 07 147  7.5  8.5  0.61  3.45  3.23 999 1020.8   3.3   1.2 999.0 99.0 99.00
2004 04 16 08 151  8.8 10.3  0.77  3.70  3.48 999 1020.5   3.3   1.2 999.0 99.0 99.00
2004 04 16 09 161  9.5 11.4  0.90  4.00  3.70 999 1020.2   3.4   1.2 999.0 99.0 99.00
2004 04 16 10 160  8.7  9.9  0.89  4.00  3.75 999 1020.0   3.2   1.2 999.0 99.0 99.00
2004 04 16 11 157  8.9 10.4  0.85  3.85  3.71 999 1019.8   3.3   1.2 999.0 99.0 99.00
2004 04 16 12 152 10.6 12.2  0.91  4.35  3.76 999 1019.5   3.9   1.2 999.0 99.0 99.00
2004 04 16 13 152 10.9 12.7  1.17  4.55  3.94 999 1019.1   3.9   1.2 999.0 99.0 99.00
2004 04 16 14 155 10.2 12.1  1.27  4.76  4.20 999 1019.1   3.8   1.2 999.0 99.0 99.00
2004 04 16 15 151 10.8 12.7  1.33  5.26  4.28 999 1018.3   3.8   1.2 999.0 99.0 99.00
2004 04 16 16 154 11.1 12.9  1.41  5.56  4.39 999 1017.4   4.7   1.2 999.0 99.0 99.00
2004 04 16 17 157 10.5 12.0  1.31  5.26  4.24 999 1017.0   5.4   1.3 999.0 99.0 99.00
2004 04 16 18 157  9.7 11.1  1.22  5.26  4.25 999 1016.8   5.2   1.3 999.0 99.0 99.00
2004 04 16 19 158 10.0 11.9  1.08  5.00  4.04 999 1016.1   5.4   1.3 999.0 99.0 99.00
2004 04 16 20 161  9.6 11.1  1.05  4.76  3.96 999 1015.2   6.9   1.3 999.0 99.0 99.00
2004 04 16 21 152  7.8  8.9  1.16  5.00  4.16 999 1015.0   6.4   1.3 999.0 99.0 99.00
2004 04 16 22 151  7.1  8.0  0.98  5.00  4.03 999 1014.9   6.1   1.3 999.0 99.0 99.00
2004 04 16 23 159  6.2  7.0  0.97  4.76  4.04 999 1014.9   5.8   1.3 999.0 99.0 99.00
2004 04 17 00 150  6.8  7.5  0.84  4.55  3.91 999 1014.7   5.9   1.3 999.0 99.0 99.00
2004 04 17 01 161  5.9  6.5  0.68  4.17  3.75 999 1015.2   6.1   1.3 999.0 99.0 99.00
2004 04 17 02 160  5.3  5.8  0.62  4.00  3.64 999 1015.8   4.4   1.3 999.0 99.0 99.00
2004 04 17 03 153  6.7  8.2  0.55  4.00  3.51 999 1015.9   4.8   1.3 999.0 99.0 99.00
2004 04 17 04 160  6.3  7.2  0.55  3.85  3.50 999 1015.4   5.4   1.3 999.0 99.0 99.00
2004 04 17 05 172  4.9  5.5  0.41  3.70  3.32 999 1015.5   4.9   1.3 999.0 99.0 99.00
2004 04 17 06 110  2.7  3.4  0.33  3.70  3.23 999 1015.4   5.3   1.3 999.0 99.0 99.00
2004 04 17 07 329  0.2  0.8  0.29  3.45  3.20 999 1015.1   4.8   1.3 999.0 99.0 99.00
2004 04 17 08 311  2.4  3.5  0.26  3.33  3.16 999 1015.1   3.7   1.2 999.0 99.0 99.00
2004 04 17 09   3  3.1  3.6  0.21  3.23  3.11 999 1014.9   5.2   1.3 999.0 99.0 99.00
2004 04 17 10 262  2.3  5.2  0.20  3.33  3.12 999 1015.5   5.9   1.3 999.0 99.0 99.00
2004 04 17 11  20  9.0 10.3  0.46  3.03  2.98 999 1015.6   4.4   1.3 999.0 99.0 99.00
2004 04 17 12 354  2.1  4.4  0.34  3.13  3.00 999 1017.5   4.2   1.3 999.0 99.0 99.00
2004 04 17 13 203  2.9  5.8  0.28  3.13  2.97 999 1018.5   4.3   1.3 999.0 99.0 99.00
2004 04 17 14 182  4.3  5.3  0.23  3.13  2.94 999 1018.5   3.4   1.3 999.0 99.0 99.00
2004 04 17 15 145  1.8  2.3  0.19  2.86  2.88 999 1017.9   4.2   1.3 999.0 99.0 99.00
2004 04 17 16 150  3.1  3.5  0.16  2.70  2.87 999 1018.1   4.4   1.3 999.0 99.0 99.00
2004 04 17 17 133  0.6  0.8  0.00  0.00  0.00 999 1018.4   4.1   1.4 999.0 99.0 99.00
2004 04 17 18 305  3.2  3.6  0.00  0.00  0.00 999 1019.8   3.6   1.5 999.0 99.0 99.00
2004 04 17 19 295  1.2  1.9  0.00  0.00  0.00 999 1020.3   4.3   1.5 999.0 99.0 99.00
2004 04 17 20 324  1.5  2.0  0.00  0.00  0.00 999 1020.5   5.2   1.6 999.0 99.0 99.00
2004 04 17 21  22  3.2  3.9  0.00  0.00  0.00 999 1020.9   3.8   1.7 999.0 99.0 99.00
2004 04 17 22  72  2.5  2.7  0.00  0.00  0.00 999 1021.4   3.3   1.7 999.0 99.0 99.00
2004 04 17 23  22  2.9  3.4  0.00  0.00  0.00 999 1022.1   3.2   1.7 999.0 99.0 99.00
2004 04 18 00  61  2.0  2.6  0.00  0.00  0.00 999 1022.5   3.1   1.8 999.0 99.0 99.00
2004 04 18 01  60  1.8  2.5  0.00  0.00  0.00 999 1023.1   2.7   1.7 999.0 99.0 99.00
2004 04 18 02  74  1.6  1.7  0.00  0.00  0.00 999 1023.6   2.8   1.7 999.0 99.0 99.00
