Date,"Discharge, cu feet per s"
 2012-03-23,170000
 2012-03-24,174000
 2012-03-25,178000
 2012-03-26,191000
 2012-03-27,167000
 2012-03-28,181000
 2012-03-29,182000
 2012-03-30,166000
 2012-03-31,192000
 2012-04-01,181000
 2012-04-02,184000
 2012-04-03,178000
 2012-04-04,184000
 2012-04-05,189000
 2012-04-06,186000
 2012-04-07,179000
 2012-04-08,180000
 2012-04-09,179000
 2012-04-10,183000
 2012-04-11,184000
 2012-04-12,178000
 2012-04-13,176000
 2012-04-14,170000
 2012-04-15,169000
 2012-04-16,149000
 2012-04-17,183000
 2012-04-18,173000
 2012-04-19,177000
 2012-04-20,179000
 2012-04-21,190000
 2012-04-22,192000
 2012-04-23,203000
 2012-04-24,195000
 2012-04-25,179000
 2012-04-26,186000
 2012-04-27,186000
 2012-04-28,181000
 2012-04-29,184000
 2012-04-30,171000
 2012-05-01,179000
 2012-05-02,173000
 2012-05-03,171000
 2012-05-04,179000
 2012-05-05,176000
 2012-05-06,174000
 2012-05-07,175000
 2012-05-08,180000
 2012-05-09,179000
 2012-05-10,180000
 2012-05-11,173000
 2012-05-12,173000
 2012-05-13,171000
 2012-05-14,171000
 2012-05-15,170000
 2012-05-16,177000
 2012-05-17,167000
 2012-05-18,168000
 2012-05-19,178000
 2012-05-20,169000
 2012-05-21,179000
 2012-05-22,177000
 2012-05-23,169000
 2012-05-24,171000
 2012-05-25,178000
 2012-05-26,175000
 2012-05-27,168000
 2012-05-28,174000
 2012-05-29,181000
 2012-05-30,179000
 2012-05-31,177000
 2012-06-01,175000
 2012-06-02,171000
 2012-06-03,179000
 2012-06-04,176000
 2012-06-05,179000
 2012-06-06,182000
 2012-06-07,183000
 2012-06-08,179000
 2012-06-09,176000
 2012-06-10,172000
 2012-06-11,167000
 2012-06-12,177000
 2012-06-13,167000
 2012-06-14,167000
 2012-06-15,173000
 2012-06-16,174000
 2012-06-17,169000
 2012-06-18,168000
 2012-06-19,173000
 2012-06-20,173000
 2012-06-21,174000
 2012-06-22,177000
 2012-06-23,169000
 2012-06-24,176000
 2012-06-25,181000
 2012-06-26,177000
 2012-06-27,181000
 2012-06-28,184000
 2012-06-29,185000
 2012-06-30,174000
 2012-07-01,173000
 2012-07-02,173000
 2012-07-03,170000
 2012-07-04,178000
 2012-07-05,176000
 2012-07-06,178000
 2012-07-07,185000
 2012-07-08,178000
 2012-07-09,175000
 2012-07-10,181000
 2012-07-11,175000
 2012-07-12,174000
 2012-07-13,174000
 2012-07-14,172000
 2012-07-15,170000
 2012-07-16,170000
 2012-07-17,172000
 2012-07-18,172000
 2012-07-19,170000
 2012-07-20,170000
 2012-07-21,174000
 2012-07-22,174000
 2012-07-23,176000
 2012-07-24,179000
 2012-07-25,165000
 2012-07-26,177000
 2012-07-27,169000
 2012-07-28,176000
 2012-07-29,171000
 2012-07-30,172000
 2012-07-31,177000
 2012-08-01,172000
 2012-08-02,171000
 2012-08-03,171000
 2012-08-04,164000
 2012-08-05,174000
 2012-08-06,167000
 2012-08-07,167000
 2012-08-08,172000
 2012-08-09,168000
 2012-08-10,171000
 2012-08-11,180000
 2012-08-12,179000
 2012-08-13,173000
 2012-08-14,175000
 2012-08-15,178000
 2012-08-16,171000
 2012-08-17,188000
 2012-08-18,175000
 2012-08-19,178000
 2012-08-20,181000
 2012-08-21,177000
 2012-08-22,175000
 2012-08-23,172000
 2012-08-24,170000
 2012-08-25,167000
 2012-08-26,162000
 2012-08-27,171000
 2012-08-28,170000
 2012-08-29,162000
 2012-08-30,163000
 2012-08-31,171000
 2012-09-01,169000
 2012-09-02,164000
 2012-09-03,164000
 2012-09-04,168000
 2012-09-05,164000
 2012-09-06,170000
 2012-09-07,163000
 2012-09-08,178000
 2012-09-09,169000
 2012-09-10,169000
 2012-09-11,169000
 2012-09-12,168000
 2012-09-13,167000
 2012-09-14,173000
 2012-09-15,176000
 2012-09-16,174000
 2012-09-17,175000
 2012-09-18,183000
 2012-09-19,166000
 2012-09-20,164000
 2012-09-21,175000
 2012-09-22,177000
 2012-09-23,175000
 2012-09-24,171000
 2012-09-25,177000
 2012-09-26,183000
 2012-09-27,175000
 2012-09-28,179000
 2012-09-29,185000
 2012-09-30,188000
 2012-10-01,170000
 2012-10-02,182000
 2012-10-03,179000
 2012-10-04,176000
 2012-10-05,178000
 2012-10-06,183000
 2012-10-07,176000
 2012-10-08,168000
 2012-10-09,161000
 2012-10-10,173000
 2012-10-11,165000
 2012-10-12,177000
 2012-10-13,169000
 2012-10-14,164000
 2012-10-15,180000
 2012-10-16,176000
 2012-10-17,170000
 2012-10-18,160000
 2012-10-19,163000
 2012-10-20,186000
 2012-10-21,180000
 2012-10-22,173000
 2012-10-23,173000
 2012-10-24,169000
 2012-10-25,166000
 2012-10-26,176000
 2012-10-27,181000
 2012-10-28,192000
 2012-10-29,210000
 2012-10-30,224000
 2012-10-31,202000
 2012-11-01,192000
 2012-11-02,191000
 2012-11-03,182000
 2012-11-04,179000
 2012-11-05,176000
 2012-11-06,172000
 2012-11-07,175000
 2012-11-08,179000
 2012-11-09,177000
 2012-11-10,166000
 2012-11-11,160000
 2012-11-12,167000
 2012-11-13,176000
 2012-11-14,160000
 2012-11-15,171000
 2012-11-16,173000
 2012-11-17,176000
 2012-11-18,170000
 2012-11-19,175000
 2012-11-20,173000
 2012-11-21,173000
 2012-11-22,166000
 2012-11-23,176000
 2012-11-24,178000
 2012-11-25,166000
 2012-11-26,169000
 2012-11-27,167000
 2012-11-28,169000
 2012-11-29,169000
 2012-11-30,167000
 2012-12-01,166000
 2012-12-02,168000
 2012-12-03,165000
 2012-12-04,165000
 2012-12-05,177000
 2012-12-06,165000
 2012-12-07,171000
 2012-12-08,176000
 2012-12-09,169000
 2012-12-10,180000
 2012-12-11,172000
 2012-12-12,167000
 2012-12-13,160000
 2012-12-14,166000
 2012-12-15,157000
 2012-12-16,164000
 2012-12-17,167000
 2012-12-18,170000
 2012-12-19,166000
 2012-12-20,150000
 2012-12-21,189000
 2012-12-22,186000
 2012-12-23,174000
 2012-12-24,172000
 2012-12-25,180000
 2012-12-26,166000
 2012-12-27,184000
 2012-12-28,175000
 2012-12-29,176000
 2012-12-30,174000
 2012-12-31,171000
 2013-01-01,167000
 2013-01-02,164000
 2013-01-03,153000
 2013-01-04,156000
 2013-01-05,135000
 2013-01-06,154000
 2013-01-07,142000
 2013-01-08,147000
 2013-01-09,153000
 2013-01-10,148000
 2013-01-11,147000
 2013-01-12,157000
 2013-01-13,161000
 2013-01-14,172000
 2013-01-15,165000
 2013-01-16,163000
 2013-01-17,168000
 2013-01-18,150000
 2013-01-19,141000
 2013-01-20,160000
 2013-01-21,159000
 2013-01-22,154000
 2013-01-23,140000
 2013-01-24,145000
 2013-01-25,137000
 2013-01-26,140000
 2013-01-27,129000
 2013-01-28,131000
 2013-01-29,136000
 2013-01-30,137000
 2013-01-31,175000
 2013-02-01,166000
 2013-02-02,150000
 2013-02-03,148000
 2013-02-04,145000
 2013-02-05,142000
 2013-02-06,147000
 2013-02-07,139000
 2013-02-08,154000
 2013-02-09,142000
 2013-02-10,131000
 2013-02-11,140000
 2013-02-12,151000
 2013-02-13,143000
 2013-02-14,138000
 2013-02-15,158000
 2013-02-16,170000
 2013-02-17,165000
 2013-02-18,160000
 2013-02-19,150000
 2013-02-20,155000
 2013-02-21,160000
 2013-02-22,155000
 2013-02-23,160000
 2013-02-24,165000
 2013-02-25,168000
 2013-02-26,170000
 2013-02-27,165000
 2013-02-28,161000
 2013-03-01,152000
 2013-03-02,156000
 2013-03-03,159000
 2013-03-04,156000
 2013-03-05,148000
 2013-03-06,148000
 2013-03-07,159000
 2013-03-08,157000
 2013-03-09,151000
 2013-03-10,152000
 2013-03-11,147000
 2013-03-12,176000
 2013-03-13,186000
 2013-03-14,190000
 2013-03-15,186000
 2013-03-16,190000
 2013-03-17,194000
 2013-03-18,181000
 2013-03-19,187000
 2013-03-20,182000
 2013-03-21,176000
 2013-03-22,171000
 2013-03-23,170000
 2013-03-24,173000
 2013-03-25,179000
 2013-03-26,186000
 2013-03-27,181000
 2013-03-28,179000
 2013-03-29,175000
 2013-03-30,170000
 2013-03-31,170000
 2013-04-01,180000
 2013-04-02,179000
 2013-04-03,177000
 2013-04-04,168000
 2013-04-05,175000
 2013-04-06,165000
 2013-04-07,165000
 2013-04-08,163000
 2013-04-09,169000
 2013-04-10,174000
 2013-04-11,161000
 2013-04-12,178000
 2013-04-13,194000
 2013-04-14,190000
 2013-04-15,189000
 2013-04-16,187000
 2013-04-17,184000
 2013-04-18,173000
 2013-04-19,173000
 2013-04-20,192000
 2013-04-21,179000
 2013-04-22,183000
 2013-04-23,176000
 2013-04-24,184000
 2013-04-25,175000
 2013-04-26,175000
 2013-04-27,178000
 2013-04-28,169000
 2013-04-29,173000
 2013-04-30,170000
 2013-05-01,170000
 2013-05-02,168000
 2013-05-03,169000
 2013-05-04,167000
 2013-05-05,172000
 2013-05-06,173000
 2013-05-07,178000
 2013-05-08,179000
 2013-05-09,174000
 2013-05-10,169000
 2013-05-11,176000
 2013-05-12,182000
 2013-05-13,180000
 2013-05-14,177000
 2013-05-15,178000
 2013-05-16,176000
 2013-05-17,159000
 2013-05-18,166000
 2013-05-19,169000
 2013-05-20,170000
 2013-05-21,175000
 2013-05-22,164000
 2013-05-23,174000
 2013-05-24,187000
 2013-05-25,187000
 2013-05-26,180000
 2013-05-27,168000
 2013-05-28,178000
 2013-05-29,190000
 2013-05-30,182000
 2013-05-31,180000
 2013-06-01,176000
 2013-06-02,172000
 2013-06-03,173000
 2013-06-04,177000
 2013-06-05,171000
 2013-06-06,178000
 2013-06-07,175000
 2013-06-08,184000
 2013-06-09,196000
 2013-06-10,207000
 2013-06-11,202000
 2013-06-12,185000
 2013-06-13,183000
 2013-06-14,185000
 2013-06-15,180000
 2013-06-16,178000
 2013-06-17,184000
 2013-06-18,179000
 2013-06-19,173000
 2013-06-20,178000
 2013-06-21,178000
 2013-06-22,176000
 2013-06-23,174000
 2013-06-24,179000
 2013-06-25,176000
 2013-06-26,176000
 2013-06-27,175000
 2013-06-28,178000
 2013-06-29,178000
 2013-06-30,181000
 2013-07-01,174000
 2013-07-02,173000
 2013-07-03,186000
 2013-07-04,184000
 2013-07-05,187000
 2013-07-06,184000
 2013-07-07,175000
 2013-07-08,169000
 2013-07-09,174000
 2013-07-10,182000
 2013-07-11,174000
 2013-07-12,174000
 2013-07-13,172000
 2013-07-14,175000
 2013-07-15,178000
 2013-07-16,179000
 2013-07-17,179000
 2013-07-18,174000
 2013-07-19,166000
 2013-07-20,175000
 2013-07-21,170000
 2013-07-22,165000
 2013-07-23,170000
 2013-07-24,173000
 2013-07-25,168000
 2013-07-26,171000
 2013-07-27,166000
 2013-07-28,170000
 2013-07-29,170000
 2013-07-30,167000
 2013-07-31,163000
 2013-08-01,177000
 2013-08-02,168000
 2013-08-03,173000
 2013-08-04,178000
 2013-08-05,172000
 2013-08-06,172000
 2013-08-07,175000
 2013-08-08,176000
 2013-08-09,171000
 2013-08-10,171000
 2013-08-11,171000
 2013-08-12,172000
 2013-08-13,179000
 2013-08-14,176000
 2013-08-15,173000
 2013-08-16,173000
 2013-08-17,171000
 2013-08-18,171000
 2013-08-19,172000
 2013-08-20,170000
 2013-08-21,168000
 2013-08-22,174000
 2013-08-23,166000
 2013-08-24,164000
 2013-08-25,164000
 2013-08-26,172000
 2013-08-27,169000
 2013-08-28,169000
 2013-08-29,169000
 2013-08-30,166000
 2013-08-31,172000
 2013-09-01,165000
 2013-09-02,173000
 2013-09-03,175000
 2013-09-04,177000
 2013-09-05,172000
 2013-09-06,170000
 2013-09-07,174000
 2013-09-08,174000
 2013-09-09,167000
 2013-09-10,174000
 2013-09-11,174000
 2013-09-12,178000
 2013-09-13,182000
 2013-09-14,177000
 2013-09-15,186000
 2013-09-16,192000
 2013-09-17,179000
 2013-09-18,176000
 2013-09-19,173000
 2013-09-20,171000
 2013-09-21,180000
 2013-09-22,183000
 2013-09-23,185000
 2013-09-24,187000
 2013-09-25,189000
 2013-09-26,186000
 2013-09-27,177000
 2013-09-28,174000
 2013-09-29,178000
 2013-09-30,183000
 2013-10-01,180000
 2013-10-02,180000
 2013-10-03,172000
 2013-10-04,176000
 2013-10-05,169000
 2013-10-06,162000
 2013-10-07,180000
 2013-10-08,167000
 2013-10-09,169000
 2013-10-10,178000
 2013-10-11,181000
 2013-10-12,173000
 2013-10-13,181000
 2013-10-14,181000
 2013-10-15,178000
 2013-10-16,183000
 2013-10-17,182000
 2013-10-18,185000
 2013-10-19,182000
 2013-10-20,185000
 2013-10-21,178000
 2013-10-22,186000
 2013-10-23,186000
 2013-10-24,194000
 2013-10-25,193000
 2013-10-26,191000
 2013-10-27,188000
 2013-10-28,190000
 2013-10-29,189000
 2013-10-30,192000
 2013-10-31,184000
 2013-11-01,190000
 2013-11-02,198000
 2013-11-03,191000
 2013-11-04,183000
 2013-11-05,194000
 2013-11-06,185000
 2013-11-07,207000
 2013-11-08,195000
 2013-11-09,182000
 2013-11-10,206000
 2013-11-11,195000
 2013-11-12,194000
 2013-11-13,178000
 2013-11-14,190000
 2013-11-15,187000
 2013-11-16,182000
 2013-11-17,161000
 2013-11-18,204000
 2013-11-19,189000
 2013-11-20,184000
 2013-11-21,187000
 2013-11-22,200000
 2013-11-23,202000
 2013-11-24,206000
 2013-11-25,176000
 2013-11-26,192000
 2013-11-27,203000
 2013-11-28,189000
 2013-11-29,183000
 2013-11-30,176000
 2013-12-01,194000
 2013-12-02,188000
 2013-12-03,183000
 2013-12-04,181000
 2013-12-05,185000
 2013-12-06,190000
 2013-12-07,193000
 2013-12-08,183000
 2013-12-09,185000
 2013-12-10,185000
 2013-12-11,191000
 2013-12-12,190000
 2013-12-13,183000
 2013-12-14,177000
 2013-12-15,188000
 2013-12-16,178000
 2013-12-17,182000
 2013-12-18,186000
 2013-12-19,184000
 2013-12-20,187000
 2013-12-21,192000
 2013-12-22,187000
 2013-12-23,199000
 2013-12-24,204000
 2013-12-25,168000
 2013-12-26,184000
 2013-12-27,186000
 2013-12-28,188000
 2013-12-29,193000
 2013-12-30,193000
 2013-12-31,199000
 2014-01-01,179000
 2014-01-02,164000
 2014-01-03,172000
 2014-01-04,146000
 2014-01-05,132000
 2014-01-06,160000
 2014-01-07,133000
 2014-01-08,119000
 2014-01-09,114000
 2014-01-10,121000
 2014-01-11,108000
 2014-01-12,134000
 2014-01-13,132000
 2014-01-14,138000
 2014-01-15,155000
 2014-01-16,143000
 2014-01-17,152000
 2014-01-18,157000
 2014-01-19,150000
 2014-01-20,150000
 2014-01-21,147000
 2014-01-22,145000
 2014-01-23,142000
 2014-01-24,142000
 2014-01-25,140000
 2014-01-26,133000
 2014-01-27,134000
 2014-01-28,151000
 2014-01-29,141000
 2014-01-30,133000
 2014-01-31,127000
 2014-02-01,120000
 2014-02-02,124000
 2014-02-03,125000
 2014-02-04,125000
 2014-02-05,119000
 2014-02-06,126000
 2014-02-07,135000
 2014-02-08,128000
 2014-02-09,123000
 2014-02-10,122000
 2014-02-11,124000
 2014-02-12,125000
 2014-02-13,124000
 2014-02-14,124000
 2014-02-15,127000
 2014-02-16,128000
 2014-02-17,127000
 2014-02-18,131000
 2014-02-19,143000
 2014-02-20,141000
 2014-02-21,151000
 2014-02-22,161000
 2014-02-23,173000
 2014-02-24,177000
 2014-02-25,168000
 2014-02-26,162000
 2014-02-27,161000
 2014-02-28,146000
 2014-03-01,141000
 2014-03-02,151000
 2014-03-03,157000
 2014-03-04,154000
 2014-03-05,155000
 2014-03-06,158000
 2014-03-07,164000
 2014-03-08,170000
 2014-03-09,171000
 2014-03-10,178000
 2014-03-11,186000
 2014-03-12,188000
 2014-03-13,174000
 2014-03-14,172000
 2014-03-15,197000
 2014-03-16,193000
 2014-03-17,177000
 2014-03-18,182000
 2014-03-19,185000
 2014-03-20,203000
 2014-03-21,189000
 2014-03-22,197000
 2014-03-23,200000
 2014-03-24,199000
 2014-03-25,198000
 2014-03-26,192000
 2014-03-27,182000
 2014-03-28,187000
 2014-03-29,192000
 2014-03-30,194000
 2014-03-31,189000
 2014-04-01,185000
 2014-04-02,198000
 2014-04-03,186000
 2014-04-04,188000
 2014-04-05,213000
 2014-04-06,209000
 2014-04-07,198000
 2014-04-08,203000
 2014-04-09,198000
 2014-04-10,188000
 2014-04-11,192000
 2014-04-12,189000
 2014-04-13,184000
 2014-04-14,178000
 2014-04-15,205000
 2014-04-16,183000
 2014-04-17,186000
 2014-04-18,194000
 2014-04-19,191000
 2014-04-20,187000
 2014-04-21,184000
 2014-04-22,192000
 2014-04-23,195000
 2014-04-24,179000
 2014-04-25,186000
 2014-04-26,189000
 2014-04-27,188000
 2014-04-28,183000
 2014-04-29,184000
 2014-04-30,188000
 2014-05-01,180000
 2014-05-02,190000
 2014-05-03,189000
 2014-05-04,193000
 2014-05-05,190000
 2014-05-06,191000
 2014-05-07,183000
 2014-05-08,191000
 2014-05-09,188000
 2014-05-10,195000
 2014-05-11,189000
 2014-05-12,182000
 2014-05-13,186000
 2014-05-14,194000
 2014-05-15,188000
 2014-05-16,201000
 2014-05-17,204000
 2014-05-18,197000
 2014-05-19,196000
 2014-05-20,188000
 2014-05-21,191000
 2014-05-22,189000
 2014-05-23,195000
 2014-05-24,194000
 2014-05-25,184000
 2014-05-26,187000
 2014-05-27,190000
 2014-05-28,188000
 2014-05-29,201000
 2014-05-30,209000
 2014-05-31,202000
 2014-06-01,204000
 2014-06-02,191000
 2014-06-03,196000
 2014-06-04,189000
 2014-06-05,200000
 2014-06-06,180000
 2014-06-07,182000
 2014-06-08,195000
 2014-06-09,198000
 2014-06-10,207000
 2014-06-11,203000
 2014-06-12,209000
 2014-06-13,202000
 2014-06-14,191000
 2014-06-15,194000
 2014-06-16,211000
 2014-06-17,183000
 2014-06-18,196000
 2014-06-19,205000
 2014-06-20,187000
 2014-06-21,197000
 2014-06-22,199000
 2014-06-23,194000
 2014-06-24,195000
 2014-06-25,206000
 2014-06-26,202000
 2014-06-27,191000
 2014-06-28,195000
 2014-06-29,187000
 2014-06-30,188000
 2014-07-01,194000
 2014-07-02,199000
 2014-07-03,196000
 2014-07-04,193000
 2014-07-05,187000
 2014-07-06,188000
 2014-07-07,199000
 2014-07-08,196000
 2014-07-09,190000
 2014-07-10,199000
 2014-07-11,196000
 2014-07-12,192000
 2014-07-13,199000
 2014-07-14,207000
 2014-07-15,201000
 2014-07-16,195000
 2014-07-17,192000
 2014-07-18,191000
 2014-07-19,188000
 2014-07-20,195000
 2014-07-21,200000
 2014-07-22,192000
 2014-07-23,200000
 2014-07-24,191000
 2014-07-25,186000
 2014-07-26,190000
 2014-07-27,194000
 2014-07-28,202000
 2014-07-29,195000
 2014-07-30,198000
 2014-07-31,196000
 2014-08-01,195000
 2014-08-02,193000
 2014-08-03,193000
 2014-08-04,193000
 2014-08-05,190000
 2014-08-06,194000
 2014-08-07,193000
 2014-08-08,191000
 2014-08-09,189000
 2014-08-10,188000
 2014-08-11,183000
 2014-08-12,201000
 2014-08-13,206000
 2014-08-14,204000
 2014-08-15,201000
 2014-08-16,199000
 2014-08-17,197000
 2014-08-18,191000
 2014-08-19,192000
 2014-08-20,193000
 2014-08-21,194000
 2014-08-22,190000
 2014-08-23,187000
 2014-08-24,187000
 2014-08-25,189000
 2014-08-26,191000
 2014-08-27,199000
 2014-08-28,191000
 2014-08-29,185000
 2014-08-30,186000
 2014-08-31,196000
 2014-09-01,189000
 2014-09-02,200000
 2014-09-03,188000
 2014-09-04,186000
 2014-09-05,188000
 2014-09-06,193000
 2014-09-07,190000
 2014-09-08,186000
 2014-09-09,192000
 2014-09-10,178000
 2014-09-11,206000
 2014-09-12,202000
 2014-09-13,208000
 2014-09-14,202000
 2014-09-15,205000
 2014-09-16,206000
 2014-09-17,207000
 2014-09-18,205000
 2014-09-19,199000
 2014-09-20,202000
 2014-09-21,218000
 2014-09-22,206000
 2014-09-23,200000
 2014-09-24,200000
 2014-09-25,203000
 2014-09-26,202000
 2014-09-27,199000
 2014-09-28,202000
 2014-09-29,201000
 2014-09-30,
 2014-10-01,
 2014-10-02,
 2014-10-03,
 2014-10-04,
 2014-10-05,
 2014-10-06,
 2014-10-07,
 2014-10-08,
 2014-10-09,
 2014-10-10,
 2014-10-11,
 2014-10-12,
 2014-10-13,
 2014-10-14,
 2014-10-15,
 2014-10-16,
 2014-10-17,
 2014-10-18,
 2014-10-19,
 2014-10-20,
 2014-10-21,
 2014-10-22,
 2014-10-23,
 2014-10-24,
 2014-10-25,
 2014-10-26,
 2014-10-27,
 2014-10-28,
 2014-10-29,
 2014-10-30,
 2014-10-31,
 2014-11-01,
 2014-11-02,
 2014-11-03,
 2014-11-04,
 2014-11-05,
 2014-11-06,
 2014-11-07,
 2014-11-08,
 2014-11-09,
 2014-11-10,
 2014-11-11,
 2014-11-12,
 2014-11-13,
 2014-11-14,
 2014-11-15,
 2014-11-16,
 2014-11-17,
 2014-11-18,
 2014-11-19,
 2014-11-20,
 2014-11-21,
 2014-11-22,
 2014-11-23,
 2014-11-24,
 2014-11-25,
 2014-11-26,
 2014-11-27,
 2014-11-28,
 2014-11-29,
 2014-11-30,
 2014-12-01,
 2014-12-02,
 2014-12-03,
 2014-12-04,
 2014-12-05,
 2014-12-06,
 2014-12-07,
 2014-12-08,
 2014-12-09,
 2014-12-10,
 2014-12-11,
 2014-12-12,
 2014-12-13,
 2014-12-14,
 2014-12-15,
 2014-12-16,
 2014-12-17,
 2014-12-18,
 2014-12-19,
 2014-12-20,
 2014-12-21,
 2014-12-22,
 2014-12-23,
 2014-12-24,
 2014-12-25,
 2014-12-26,
 2014-12-27,
 2014-12-28,
 2014-12-29,
 2014-12-30,
 2014-12-31,
 2015-01-01,
 2015-01-02,
 2015-01-03,
 2015-01-04,
 2015-01-05,
 2015-01-06,
 2015-01-07,
 2015-01-08,
 2015-01-09,
 2015-01-10,
 2015-01-11,
 2015-01-12,
 2015-01-13,
 2015-01-14,
 2015-01-15,
 2015-01-16,
 2015-01-17,
 2015-01-18,
 2015-01-19,
 2015-01-20,
 2015-01-21,
 2015-01-22,
 2015-01-23,
 2015-01-24,
 2015-01-25,
 2015-01-26,
 2015-01-27,
 2015-01-28,
 2015-01-29,
 2015-01-30,
 2015-01-31,
 2015-02-01,
 2015-02-02,
 2015-02-03,
 2015-02-04,
 2015-02-05,
 2015-02-06,
 2015-02-07,
 2015-02-08,
 2015-02-09,
 2015-02-10,
 2015-02-11,
 2015-02-12,
 2015-02-13,
 2015-02-14,
 2015-02-15,
 2015-02-16,
 2015-02-17,
 2015-02-18,
 2015-02-19,
 2015-02-20,
 2015-02-21,
 2015-02-22,
 2015-02-23,
 2015-02-24,
 2015-02-25,
 2015-02-26,
 2015-02-27,
 2015-02-28,
 2015-03-01,
 2015-03-02,
 2015-03-03,
 2015-03-04,
 2015-03-05,
 2015-03-06,
 2015-03-07,
 2015-03-08,
 2015-03-09,
 2015-03-10,
 2015-03-11,
 2015-03-12,
 2015-03-13,
 2015-03-14,
 2015-03-15,
 2015-03-16,
 2015-03-17,
 2015-03-18,
 2015-03-19,
 2015-03-20,
 2015-03-21,
 2015-03-22,
 2015-03-23,
 2015-03-24,
 2015-03-25,
 2015-03-26,
 2015-03-27,
 2015-03-28,
 2015-03-29,
 2015-03-30,
 2015-03-31,
 2015-04-01,
 2015-04-02,
 2015-04-03,
 2015-04-04,
 2015-04-05,
 2015-04-06,
 2015-04-07,
 2015-04-08,
 2015-04-09,
 2015-04-10,
 2015-04-11,
 2015-04-12,
 2015-04-13,
 2015-04-14,
 2015-04-15,
 2015-04-16,
 2015-04-17,
 2015-04-18,
 2015-04-19,
 2015-04-20,
 2015-04-21,
 2015-04-22,
 2015-04-23,
 2015-04-24,
 2015-04-25,
 2015-04-26,
 2015-04-27,
 2015-04-28,
 2015-04-29,
 2015-04-30,
 2015-05-01,
 2015-05-02,
 2015-05-03,
 2015-05-04,
 2015-05-05,
 2015-05-06,
 2015-05-07,
 2015-05-08,
 2015-05-09,
 2015-05-10,
 2015-05-11,
 2015-05-12,
 2015-05-13,
 2015-05-14,
 2015-05-15,
 2015-05-16,
 2015-05-17,
 2015-05-18,
 2015-05-19,
 2015-05-20,
 2015-05-21,
 2015-05-22,
 2015-05-23,
 2015-05-24,
 2015-05-25,
 2015-05-26,
 2015-05-27,
 2015-05-28,
 2015-05-29,
 2015-05-30,
 2015-05-31,
 2015-06-01,
 2015-06-02,
 2015-06-03,
 2015-06-04,
 2015-06-05,
 2015-06-06,
 2015-06-07,
 2015-06-08,
 2015-06-09,
 2015-06-10,
 2015-06-11,
 2015-06-12,
 2015-06-13,
 2015-06-14,
 2015-06-15,
 2015-06-16,
 2015-06-17,
 2015-06-18,
 2015-06-19,
 2015-06-20,
 2015-06-21,
 2015-06-22,
 2015-06-23,
 2015-06-24,
 2015-06-25,
 2015-06-26,
 2015-06-27,
 2015-06-28,
 2015-06-29,
 2015-06-30,
 2015-07-01,
 2015-07-02,
 2015-07-03,
 2015-07-04,
 2015-07-05,
 2015-07-06,
 2015-07-07,
 2015-07-08,
 2015-07-09,
 2015-07-10,
 2015-07-11,
 2015-07-12,
 2015-07-13,
 2015-07-14,
 2015-07-15,
 2015-07-16,
 2015-07-17,
 2015-07-18,202000
 2015-07-19,206000
 2015-07-20,201000
 2015-07-21,202000
 2015-07-22,197000
 2015-07-23,196000
 2015-07-24,201000
 2015-07-25,198000
 2015-07-26,201000
 2015-07-27,204000
 2015-07-28,204000
 2015-07-29,200000
 2015-07-30,212000
 2015-07-31,201000
 2015-08-01,203000
 2015-08-02,191000
 2015-08-03,194000
 2015-08-04,209000
 2015-08-05,204000
 2015-08-06,204000
 2015-08-07,210000
 2015-08-08,205000
 2015-08-09,203000
 2015-08-10,202000
 2015-08-11,202000
 2015-08-12,201000
 2015-08-13,200000
 2015-08-14,202000
 2015-08-15,202000
 2015-08-16,197000
 2015-08-17,198000
 2015-08-18,195000
 2015-08-19,187000
 2015-08-20,197000
 2015-08-21,201000
 2015-08-22,193000
 2015-08-23,190000
 2015-08-24,204000
 2015-08-25,198000
 2015-08-26,202000
 2015-08-27,202000
 2015-08-28,200000
 2015-08-29,201000
 2015-08-30,209000
 2015-08-31,206000
 2015-09-01,203000
 2015-09-02,203000
 2015-09-03,201000
 2015-09-04,198000
 2015-09-05,199000
 2015-09-06,198000
 2015-09-07,198000
 2015-09-08,196000
 2015-09-09,203000
 2015-09-10,194000
 2015-09-11,200000
 2015-09-12,201000
 2015-09-13,215000
 2015-09-14,203000
 2015-09-15,202000
 2015-09-16,200000
 2015-09-17,199000
 2015-09-18,200000
 2015-09-19,209000
 2015-09-20,208000
 2015-09-21,207000
 2015-09-22,209000
 2015-09-23,206000
 2015-09-24,202000
 2015-09-25,201000
 2015-09-26,198000
 2015-09-27,202000
 2015-09-28,205000
 2015-09-29,211000
 2015-09-30,215000
 2015-10-01,209000
 2015-10-02,214000
 2015-10-03,215000
 2015-10-04,219000
 2015-10-05,224000
 2015-10-06,216000
 2015-10-07,212000
 2015-10-08,202000
 2015-10-09,216000
 2015-10-10,205000
 2015-10-11,204000
 2015-10-12,199000
 2015-10-13,213000
 2015-10-14,212000
 2015-10-15,214000
 2015-10-16,214000
 2015-10-17,212000
 2015-10-18,209000
 2015-10-19,196000
 2015-10-20,211000
 2015-10-21,207000
 2015-10-22,213000
 2015-10-23,206000
 2015-10-24,206000
 2015-10-25,218000
 2015-10-26,209000
 2015-10-27,206000
 2015-10-28,194000
 2015-10-29,213000
 2015-10-30,208000
 2015-10-31,194000
 2015-11-01,209000
 2015-11-02,202000
 2015-11-03,206000
 2015-11-04,209000
 2015-11-05,206000
 2015-11-06,203000
