agency_cd, site_no, datetime, 109477_00060_00003, 109477_00060_00003_cd, 109480_80154_00003, 109480_80154_00003_cd, 109481_80155_00003, 109481_80155_00003_cd, 232942_00665_00003, 232942_00665_00003_cd, 232943_91007_00003, 232943_91007_00003_cd
USGS,4193500, 1990-09-25,994, A,63.5, A,170, A,0.252, A,0.677, A
USGS,4193500, 1990-09-26,1490, A,56.3, A,226, A,0.262, A,1.05, A
USGS,4193500, 1990-09-27,1210, A,55.2, A,180, A,0.259, A,0.845, A
USGS,4193500, 1990-09-28,861, A,52, A,121, A,0.26, A,0.604, A
USGS,4193500, 1990-09-29,843, A,53.2, A,121, A,0.266, A,0.605, A
USGS,4193500, 1990-09-30,848, A,51, A,117, A,0.266, A,0.609, A
USGS,4193500, 1990-10-01,578, A,58.4, A,91.8, A,0.258, A,0.4036, A
USGS,4193500, 1990-10-02,566, A,76.6, A,117, A,0.242, A,0.3709, A
USGS,4193500, 1990-10-03,566, A,75.9, A,116, A,0.217, A,0.3307, A
USGS,4193500, 1990-10-04,1030, A,74.9, A,208, A,0.211, A,0.585, A
USGS,4193500, 1990-10-05,844, A,73.5, A,167, A,0.215, A,0.49, A
USGS,4193500, 1990-10-06,1840, A,53.5, A,256, A,0.209, A,1.034, A
USGS,4193500, 1990-10-07,2100, A,47.7, A,270, A,0.214, A,1.213, A
USGS,4193500, 1990-10-08,2210, A,48.1, A,287, A,0.209, A,1.254, A
USGS,4193500, 1990-10-09,1800, A,49.8, A,242, A,0.195, A,0.949, A
USGS,4193500, 1990-10-10,5050, A,309, A,4760, A,0.23, A,3.288, A
USGS,4193500, 1990-10-11,19900, A,384, A,20600, A,0.46, A,25.85, A
USGS,4193500, 1990-10-12,24200, A,383, A,25100, A,0.68, A,44.57, A
USGS,4193500, 1990-10-13,20400, A,353, A,19600, A,0.533, A,29.48, A
USGS,4193500, 1990-10-14,15000, A,191, A,7900, A,0.426, A,17.38, A
USGS,4193500, 1990-10-15,10800, A,151, A,4400, A,0.377, A,10.99, A
USGS,4193500, 1990-10-16,8160, A,151, A,3330, A,0.318, A,7.04, A
USGS,4193500, 1990-10-17,6610, A,142, A,2530, A,0.286, A,5.11, A
USGS,4193500, 1990-10-18,6380, A,77.5, A,1330, A,0.297, A,5.11, A
USGS,4193500, 1990-10-19,7710, A,72.9, A,1520, A,0.303, A,6.31, A
USGS,4193500, 1990-10-20,8490, A,73.1, A,1680, A,0.272, A,6.22, A
USGS,4193500, 1990-10-21,7950, A,74.1, A,1590, A,0.246, A,5.29, A
USGS,4193500, 1990-10-22,5750, A,59.4, A,929, A,0.223, A,3.464, A
USGS,4193500, 1990-10-23,4410, A,49, A,584, A,0.234, A,2.784, A
USGS,4193500, 1990-10-24,3880, A,45.5, A,477, A,0.247, A,2.591, A
USGS,4193500, 1990-10-25,3730, A,45.7, A,460, A,0.261, A,2.628, A
USGS,4193500, 1990-10-26,3540, A,45.9, A,439, A,0.251, A,2.398, A
USGS,4193500, 1990-10-27,3100, A,45, A,378, A,0.243, A,2.034, A
USGS,4193500, 1990-10-28,2140, A,38.7, A,226, A,0.23, A,1.334, A
USGS,4193500, 1990-10-29,1530, A,37.3, A,155, A,0.213, A,0.876, A
USGS,4193500, 1990-10-30,2050, A,36.5, A,202, A,0.196, A,1.083, A
USGS,4193500, 1990-10-31,1590, A,35.2, A,152, A,0.198, A,0.852, A
USGS,4193500, 1990-11-01,1560, A,33.2, A,140, A,0.197, A,0.827, A
USGS,4193500, 1990-11-02,1420, A,40.9, A,159, A,0.188, A,0.718, A
USGS,4193500, 1990-11-03,1430, A,37.4, A,143, A,0.193, A,0.745, A
USGS,4193500, 1990-11-04,1310, A,30.5, A,108, A,0.187, A,0.664, A
USGS,4193500, 1990-11-05,1380, A,29.8, A,113, A,0.182, A,0.691, A
USGS,4193500, 1990-11-06,3760, A,39.4, A,409, A,0.192, A,1.926, A
USGS,4193500, 1990-11-07,7520, A,42.3, A,859, A,0.2, A,4.077, A
USGS,4193500, 1990-11-08,8040, A,55.8, A,1210, A,0.271, A,5.87, A
USGS,4193500, 1990-11-09,6260, A,61.3, A,1040, A,0.271, A,4.603, A
USGS,4193500, 1990-11-10,5550, A,41.2, A,618, A,0.237, A,3.548, A
USGS,4193500, 1990-11-11,4630, A,35.1, A,440, A,0.236, A,2.951, A
USGS,4193500, 1990-11-12,3940, A,26, A,277, A,0.229, A,2.432, A
USGS,4193500, 1990-11-13,3290, A,22.3, A,199, A,0.217, A,1.931, A
USGS,4193500, 1990-11-14,2650, A,23.5, A,168, A,0.206, A,1.472, A
USGS,4193500, 1990-11-15,2530, A,25.6, A,174, A,0.201, A,1.372, A
USGS,4193500, 1990-11-16,2110, A,26.6, A,152, A,0.2, A,1.139, A
USGS,4193500, 1990-11-17,1870, A,24.6, A,124, A,0.195, A,0.985, A
USGS,4193500, 1990-11-18,1730, A,21.7, A,102, A,0.181, A,0.847, A
USGS,4193500, 1990-11-19,1540, A,20.2, A,83.7, A,0.156, A,0.646, A
USGS,4193500, 1990-11-20,1540, A,18.5, A,76.8, A,0.145, A,0.603, A
USGS,4193500, 1990-11-21,1480, A,18, A,72.3, A,0.142, A,0.571, A
USGS,4193500, 1990-11-22,1630, A,18.8, A,82.6, A,0.146, A,0.642, A
USGS,4193500, 1990-11-23,1740, A,19, A,89.4, A,0.133, A,0.622, A
USGS,4193500, 1990-11-24,1980, A,19.7, A,105, A,0.132, A,0.708, A
USGS,4193500, 1990-11-25,2290, A,18.4, A,113, A,0.127, A,0.786, A
USGS,4193500, 1990-11-26,2030, A,15.9, A,87.2, A,0.12, A,0.659, A
USGS,4193500, 1990-11-27,2100, A,18.2, A,103, A,0.138, A,0.78, A
USGS,4193500, 1990-11-28,2980, A,28.5, A,240, A,0.175, A,1.436, A
USGS,4193500, 1990-11-29,5930, A,35.6, A,573, A,0.215, A,3.464, A
USGS,4193500, 1990-11-30,7690, A,39.9, A,828, A,0.197, A,4.078, A
USGS,4193500, 1990-12-01,6780, A,51.5, A,938, A,0.18, A,3.295, A
USGS,4193500, 1990-12-02,4970, A,51.7, A,699, A,0.193, A,2.588, A
USGS,4193500, 1990-12-03,6790, A,46.1, A,978, A,0.342, A,7.68, A
USGS,4193500, 1990-12-04,25900, A,311, A,23500, A,0.717, A,51.2, A
USGS,4193500, 1990-12-05,28500, A,583, A,45300, A,0.852, A,66.1, A
USGS,4193500, 1990-12-06,20400, A,358, A,20000, A,0.65, A,35.98, A
USGS,4193500, 1990-12-07,14600, A,247, A,9820, A,0.518, A,20.53, A
USGS,4193500, 1990-12-08,10400, A,189, A,5380, A,0.412, A,11.7, A
USGS,4193500, 1990-12-09,7730, A,128, A,2680, A,0.343, A,7.19, A
USGS,4193500, 1990-12-10,6270, A,87.9, A,1490, A,0.273, A,4.635, A
USGS,4193500, 1990-12-11,5100, A,65.1, A,900, A,0.242, A,3.33, A
USGS,4193500, 1990-12-12,4360, A,59.9, A,705, A,0.246, A,2.892, A
USGS,4193500, 1990-12-13,3900, A,54.1, A,575, A,0.232, A,2.458, A
USGS,4193500, 1990-12-14,3200, A,36.3, A,314, A,0.208, A,1.796, A
USGS,4193500, 1990-12-15,3470, A,34.6, A,326, A,0.201, A,1.903, A
USGS,4193500, 1990-12-16,5760, A,43.7, A,689, A,0.23, A,3.586, A
USGS,4193500, 1990-12-17,9280, A,53.8, A,1350, A,0.198, A,4.945, A
USGS,4193500, 1990-12-18,9630, A,76.6, A,2000, A,0.191, A,4.978, A
USGS,4193500, 1990-12-19,14200, A,194, A,7690, A,0.246, A,9.61, A
USGS,4193500, 1990-12-20,18900, A,237, A,12100, A,0.33, A,16.92, A
USGS,4193500, 1990-12-21,18200, A,249, A,12200, A,0.335, A,16.49, A
USGS,4193500, 1990-12-22,28100, A,272, A,20600, A,0.493, A,37.66, A
USGS,4193500, 1990-12-23,31400, A,288, A,24400, A,0.561, A,47.58, A
USGS,4193500, 1990-12-24,27400, A,288, A,21400, A,0.465, A,34.45, A
USGS,4193500, 1990-12-25,22100, A,253, A,15200, A,0.378, A,22.7, A
USGS,4193500, 1990-12-26,15000, A,221, A,8960, A,0.298, A,12.07, A
USGS,4193500, 1990-12-27,10000, A,193, A,5210, A,0.232, A,6.26, A
USGS,4193500, 1990-12-28,7000, A,168, A,3170, A,0.181, A,3.412, A
USGS,4193500, 1990-12-29,12100, A,316, A,12200, A,0.237, A,9.17, A
USGS,4193500, 1990-12-30,54700, A,474, A,70300, A,0.748, A,117.8, A
USGS,4193500, 1990-12-31,82000, A,490, A,108000, A,1.36, A,302.5, A
USGS,4193500, 1991-01-01,86700, A,473, A,111000, A,1.54, A,362, A
USGS,4193500, 1991-01-02,73400, A,390, A,77700, A,1.15, A,229.4, A
USGS,4193500, 1991-01-03,53900, A,320, A,46900, A,0.838, A,123.1, A
USGS,4193500, 1991-01-04,35100, A,269, A,25600, A,0.869, A,82.5, A
USGS,4193500, 1991-01-05,26800, A,261, A,18900, A,0.62, A,44.92, A
USGS,4193500, 1991-01-06,21400, A,201, A,11700, A,0.541, A,31.36, A
USGS,4193500, 1991-01-07,15500, A,143, A,6070, A,0.455, A,19.25, A
USGS,4193500, 1991-01-08,9160, A,103, A,2560, A,0.364, A,9.03, A
USGS,4193500, 1991-01-09,6860, A,89.9, A,1670, A,0.299, A,5.57, A
USGS,4193500, 1991-01-10,5130, A,60.6, A,853, A,0.258, A,3.589, A
USGS,4193500, 1991-01-11,4970, A,52.1, A,697, A,0.222, A,2.971, A
USGS,4193500, 1991-01-12,5740, A,34, A,526, A,0.211, A,3.276, A
USGS,4193500, 1991-01-13,6210, A,32.9, A,554, A,0.204, A,3.417, A
USGS,4193500, 1991-01-14,8080, A,31.8, A,694, A,0.169, A,3.686, A
USGS,4193500, 1991-01-15,7130, A,32.5, A,625, A,0.162, A,3.123, A
USGS,4193500, 1991-01-16,12100, A,57.4, A,2050, A,0.551, A,18.96, A
USGS,4193500, 1991-01-17,24200, A,172, A,11400, A,0.5, A,32.5, A
USGS,4193500, 1991-01-18,23800, A,198, A,12700, A,0.451, A,28.98, A
USGS,4193500, 1991-01-19,17700, A,191, A,9140, A,0.404, A,19.39, A
USGS,4193500, 1991-01-20,13500, A,170, A,6220, A,0.355, A,12.95, A
USGS,4193500, 1991-01-21,11500, A,140, A,4340, A,0.294, A,9.12, A
USGS,4193500, 1991-01-22,10600, A,113, A,3230, A,0.246, A,7.02, A
USGS,4193500, 1991-01-23,9150, A,91.4, A,2260, A,0.229, A,5.65, A
USGS,4193500, 1991-01-24,6060, A,74, A,1210, A,0.201, A,3.293, A
USGS,4193500, 1991-01-25,5890, A,59.9, A,956, A,0.173, A,2.76, A
USGS,4193500, 1991-01-26,4560, A,48.5, A,601, A,0.172, A,2.11, A
USGS,4193500, 1991-01-27,3650, A,39.4, A,388, A,0.163, A,1.607, A
USGS,4193500, 1991-01-28,2940, A,33.4, A,266, A,0.14, A,1.112, A
USGS,4193500, 1991-01-29,3450, A,31.7, A,295, A,0.133, A,1.239, A
USGS,4193500, 1991-01-30,2850, A,29.8, A,238, A,0.124, A,0.951, A
USGS,4193500, 1991-01-31,2820, A,28.3, A,220, A,0.124, A,0.945, A
USGS,4193500, 1991-02-01,2690, A,31.7, A,234, A,0.125, A,0.907, A
USGS,4193500, 1991-02-02,2240, A,29.6, A,184, A,0.123, A,0.747, A
USGS,4193500, 1991-02-03,2200, A,19.9, A,121, A,0.12, A,0.712, A
USGS,4193500, 1991-02-04,2380, A,16.1, A,104, A,0.124, A,0.798, A
USGS,4193500, 1991-02-05,4700, A,24.1, A,314, A,0.188, A,2.463, A
USGS,4193500, 1991-02-06,9990, A,36.6, A,1020, A,0.324, A,9.01, A
USGS,4193500, 1991-02-07,13600, A,98.7, A,3620, A,0.424, A,15.56, A
USGS,4193500, 1991-02-08,12500, A,127, A,4270, A,0.369, A,12.46, A
USGS,4193500, 1991-02-09,11000, A,119, A,3560, A,0.32, A,9.53, A
USGS,4193500, 1991-02-10,9140, A,95, A,2350, A,0.277, A,6.84, A
USGS,4193500, 1991-02-11,7300, A,70.3, A,1390, A,0.239, A,4.727, A
USGS,4193500, 1991-02-12,5720, A,59.6, A,923, A,0.207, A,3.209, A
USGS,4193500, 1991-02-13,4740, A,51.8, A,665, A,0.192, A,2.457, A
USGS,4193500, 1991-02-14,4000, A,42.9, A,464, A,0.167, A,1.805, A
USGS,4193500, 1991-02-15,3570, A,33.9, A,329, A,0.154, A,1.482, A
USGS,4193500, 1991-02-16,2410, A,27, A,174, A,0.148, A,0.962, A
USGS,4193500, 1991-02-17,2770, A,28.8, A,215, A,0.137, A,1.028, A
USGS,4193500, 1991-02-18,2310, A,27, A,168, A,0.143, A,0.896, A
USGS,4193500, 1991-02-19,5180, A,25.7, A,382, A,0.226, A,3.289, A
USGS,4193500, 1991-02-20,16000, A,123, A,5750, A,0.274, A,11.83, A
USGS,4193500, 1991-02-21,19800, A,236, A,12600, A,0.31, A,16.56, A
USGS,4193500, 1991-02-22,17000, A,149, A,6950, A,0.311, A,14.29, A
USGS,4193500, 1991-02-23,13000, A,114, A,4000, A,0.269, A,9.5, A
USGS,4193500, 1991-02-24,10300, A,85.3, A,2380, A,0.231, A,6.42, A
USGS,4193500, 1991-02-25,7980, A,78.5, A,1690, A,0.2, A,4.34, A
USGS,4193500, 1991-02-26,6180, A,62.7, A,1050, A,0.167, A,2.789, A
USGS,4193500, 1991-02-27,4900, A,54.6, A,724, A,0.192, A,2.529, A
USGS,4193500, 1991-02-28,3580, A,48.7, A,472, A,0.168, A,1.633, A
USGS,4193500, 1991-03-01,3500, A,39.9, A,378, A,0.146, A,1.38, A
USGS,4193500, 1991-03-02,3980, A,36.5, A,393, A,0.142, A,1.522, A
USGS,4193500, 1991-03-03,5530, A,37.1, A,554, A,0.134, A,2.003, A
USGS,4193500, 1991-03-04,5720, A,32.6, A,504, A,0.117, A,1.811, A
USGS,4193500, 1991-03-05,5510, A,50.1, A,736, A,0.124, A,1.842, A
USGS,4193500, 1991-03-06,4740, A,83.6, A,1070, A,0.141, A,1.811, A
USGS,4193500, 1991-03-07,4450, A,54.8, A,676, A,0.143, A,1.718, A
USGS,4193500, 1991-03-08,3440, A,46.5, A,431, A,0.138, A,1.283, A
USGS,4193500, 1991-03-09,3550, A,46.3, A,444, A,0.144, A,1.382, A
USGS,4193500, 1991-03-10,2760, A,39.3, A,293, A,0.141, A,1.049, A
USGS,4193500, 1991-03-11,2370, A,36.6, A,235, A,0.133, A,0.85, A
USGS,4193500, 1991-03-12,2390, A,39.1, A,252, A,0.134, A,0.865, A
USGS,4193500, 1991-03-13,2140, A,38.5, A,223, A,0.125, A,0.727, A
USGS,4193500, 1991-03-14,1950, A,29.9, A,159, A,0.112, A,0.591, A
USGS,4193500, 1991-03-15,2130, A,31.3, A,178, A,0.116, A,0.661, A
USGS,4193500, 1991-03-16,1840, A,53.3, A,266, A,0.117, A,0.58, A
USGS,4193500, 1991-03-17,1930, A,38.5, A,201, A,0.119, A,0.62, A
USGS,4193500, 1991-03-18,2380, A,40.4, A,261, A,0.102, A,0.656, A
USGS,4193500, 1991-03-19,3070, A,30.6, A,254, A,0.106, A,0.873, A
USGS,4193500, 1991-03-20,3810, A,40.2, A,415, A,0.104, A,1.074, A
USGS,4193500, 1991-03-21,3990, A,65.7, A,704, A,0.112, A,1.209, A
USGS,4193500, 1991-03-22,3110, A,45.6, A,390, A,0.116, A,0.97, A
USGS,4193500, 1991-03-23,3440, A,35.9, A,332, A,0.119, A,1.109, A
USGS,4193500, 1991-03-24,3660, A,41.5, A,411, A,0.123, A,1.215, A
USGS,4193500, 1991-03-25,4850, A,39.6, A,517, A,0.126, A,1.657, A
USGS,4193500, 1991-03-26,4810, A,34.6, A,451, A,0.12, A,1.558, A
USGS,4193500, 1991-03-27,4590, A,37.5, A,465, A,0.134, A,1.66, A
USGS,4193500, 1991-03-28,6150, A,72.2, A,1200, A,0.153, A,2.547, A
USGS,4193500, 1991-03-29,7590, A,68.1, A,1400, A,0.174, A,3.556, A
USGS,4193500, 1991-03-30,6970, A,61.9, A,1170, A,0.179, A,3.376, A
USGS,4193500, 1991-03-31,5520, A,60.8, A,906, A,0.179, A,2.664, A
USGS,4193500, 1991-04-01,4340, A,64.1, A,751, A,0.18, A,2.104, A
USGS,4193500, 1991-04-02,3170, A,57.6, A,493, A,0.171, A,1.464, A
USGS,4193500, 1991-04-03,2860, A,45, A,348, A,0.17, A,1.309, A
USGS,4193500, 1991-04-04,2540, A,38.4, A,264, A,0.168, A,1.155, A
USGS,4193500, 1991-04-05,2300, A,42.1, A,261, A,0.167, A,1.034, A
USGS,4193500, 1991-04-06,2550, A,43.5, A,299, A,0.165, A,1.138, A
USGS,4193500, 1991-04-07,3260, A,37.9, A,333, A,0.164, A,1.442, A
USGS,4193500, 1991-04-08,3220, A,39.9, A,348, A,0.163, A,1.417, A
USGS,4193500, 1991-04-09,5610, A,46.4, A,708, A,0.186, A,2.854, A
USGS,4193500, 1991-04-10,6510, A,59.1, A,1030, A,0.223, A,3.903, A
USGS,4193500, 1991-04-11,4800, A,66.7, A,864, A,0.199, A,2.587, A
USGS,4193500, 1991-04-12,3820, A,60.2, A,624, A,0.168, A,1.741, A
USGS,4193500, 1991-04-13,3240, A,60, A,525, A,0.155, A,1.361, A
USGS,4193500, 1991-04-14,3150, A,58.8, A,501, A,0.171, A,1.467, A
USGS,4193500, 1991-04-15,5390, A,73.4, A,1080, A,0.229, A,3.373, A
USGS,4193500, 1991-04-16,9750, A,91.8, A,2450, A,0.199, A,5.36, A
USGS,4193500, 1991-04-17,14400, A,182, A,7270, A,0.381, A,15.1, A
USGS,4193500, 1991-04-18,13800, A,305, A,11300, A,0.437, A,16.43, A
USGS,4193500, 1991-04-19,11800, A,603, A,19500, A,0.424, A,13.94, A
USGS,4193500, 1991-04-20,37000, A,826, A,83000, A,0.746, A,75.6, A
USGS,4193500, 1991-04-21,44200, A,751, A,90100, A,0.741, A,88.6, A
USGS,4193500, 1991-04-22,31500, A,439, A,38100, A,0.561, A,47.95, A
USGS,4193500, 1991-04-23,21100, A,295, A,16900, A,0.483, A,27.64, A
USGS,4193500, 1991-04-24,16800, A,231, A,10500, A,0.405, A,18.37, A
USGS,4193500, 1991-04-25,15900, A,210, A,8980, A,0.39, A,16.68, A
USGS,4193500, 1991-04-26,13900, A,194, A,7270, A,0.372, A,13.95, A
USGS,4193500, 1991-04-27,10800, A,163, A,4780, A,0.333, A,9.78, A
USGS,4193500, 1991-04-28,8210, A,104, A,2330, A,0.267, A,5.96, A
USGS,4193500, 1991-04-29,6370, A,80.3, A,1380, A,0.233, A,4.003, A
USGS,4193500, 1991-04-30,5600, A,71.1, A,1080, A,0.296, A,4.473, A
USGS,4193500, 1991-05-01,4240, A,69.9, A,800, A,0.251, A,2.872, A
USGS,4193500, 1991-05-02,3830, A,55.6, A,574, A,0.214, A,2.208, A
USGS,4193500, 1991-05-03,2990, A,49.9, A,402, A,0.2, A,1.617, A
USGS,4193500, 1991-05-04,2750, A,44.6, A,332, A,0.19, A,1.407, A
USGS,4193500, 1991-05-05,2550, A,42.8, A,295, A,0.243, A,1.674, A
USGS,4193500, 1991-05-06,3180, A,46.2, A,397, A,0.235, A,2.01, A
USGS,4193500, 1991-05-07,3310, A,50.9, A,455, A,0.235, A,2.101, A
USGS,4193500, 1991-05-08,2810, A,43.2, A,328, A,0.208, A,1.581, A
USGS,4193500, 1991-05-09,2620, A,40.1, A,284, A,0.289, A,2.035, A
USGS,4193500, 1991-05-10,2250, A,46.8, A,283, A,0.261, A,1.614, A
USGS,4193500, 1991-05-11,2050, A,42.5, A,236, A,0.192, A,1.066, A
USGS,4193500, 1991-05-12,1980, A,27, A,146, A,0.205, A,1.092, A
USGS,4193500, 1991-05-13,1750, A,19.4, A,91.7, A,0.214, A,1.009, A
USGS,4193500, 1991-05-14,1740, A,24.8, A,117, A,0.212, A,0.995, A
USGS,4193500, 1991-05-15,1730, A,26.6, A,124, A,0.211, A,0.986, A
USGS,4193500, 1991-05-16,1950, A,22, A,116, A,0.21, A,1.104, A
USGS,4193500, 1991-05-17,1850, A,21.9, A,109, A,0.209, A,1.046, A
USGS,4193500, 1991-05-18,1470, A,23, A,91.5, A,0.208, A,0.825, A
USGS,4193500, 1991-05-19,1790, A,25, A,121, A,0.207, A,0.999, A
USGS,4193500, 1991-05-20,1780, A,24, A,115, A,0.206, A,0.986, A
USGS,4193500, 1991-05-21,1520, A,23.6, A,97.1, A,0.205, A,0.842, A
USGS,4193500, 1991-05-22,1370, A,22.1, A,81.7, A,0.203, A,0.753, A
USGS,4193500, 1991-05-23,1390, A,25.5, A,95.6, A,0.202, A,0.758, A
USGS,4193500, 1991-05-24,1230, A,29.4, A,97.3, A,0.201, A,0.666, A
USGS,4193500, 1991-05-25,1220, A,56.6, A,211, A,0.21, A,0.703, A
USGS,4193500, 1991-05-26,7900, A,127, A,2740, A,0.445, A,10.33, A
USGS,4193500, 1991-05-27,7540, A,132, A,2680, A,0.427, A,8.96, A
USGS,4193500, 1991-05-28,4680, A,114, A,1450, A,0.313, A,3.975, A
USGS,4193500, 1991-05-29,3380, A,87.6, A,807, A,0.248, A,2.276, A
USGS,4193500, 1991-05-30,2430, A,68.6, A,453, A,0.207, A,1.366, A
USGS,4193500, 1991-05-31,8640, A,627, A,26100, A,0.29, A,8.44, A
USGS,4193500, 1991-06-01,32100, A,1150, A,99500, A,0.954, A,84, A
USGS,4193500, 1991-06-02,31900, A,755, A,65400, A,0.95, A,82.3, A
USGS,4193500, 1991-06-03,25400, A,484, A,33600, A,0.698, A,48.31, A
USGS,4193500, 1991-06-04,16500, A,340, A,15200, A,0.547, A,24.51, A
USGS,4193500, 1991-06-05,11100, A,198, A,6090, A,0.418, A,12.7, A
USGS,4193500, 1991-06-06,7160, A,157, A,3040, A,0.353, A,6.85, A
USGS,4193500, 1991-06-07,4340, A,137, A,1620, A,0.332, A,3.906, A
USGS,4193500, 1991-06-08,2640, A,131, A,937, A,0.315, A,2.251, A
USGS,4193500, 1991-06-09,2220, A,106, A,638, A,0.354, A,2.119, A
USGS,4193500, 1991-06-10,1790, A,92.3, A,447, A,0.297, A,1.44, A
USGS,4193500, 1991-06-11,1510, A,74.7, A,303, A,0.253, A,1.028, A
USGS,4193500, 1991-06-12,1350, A,68.1, A,249, A,0.237, A,0.865, A
USGS,4193500, 1991-06-13,1230, A,64.5, A,215, A,0.225, A,0.749, A
USGS,4193500, 1991-06-14,1250, A,63, A,213, A,0.218, A,0.739, A
USGS,4193500, 1991-06-15,1220, A,64, A,210, A,0.204, A,0.671, A
USGS,4193500, 1991-06-16,997, A,52.4, A,141, A,0.186, A,0.4995, A
USGS,4193500, 1991-06-17,882, A,46.2, A,110, A,0.181, A,0.4315, A
USGS,4193500, 1991-06-18,869, A,44.9, A,105, A,0.197, A,0.4617, A
USGS,4193500, 1991-06-19,864, A,45.5, A,106, A,0.198, A,0.4631, A
USGS,4193500, 1991-06-20,822, A,39.6, A,88.2, A,0.186, A,0.4131, A
USGS,4193500, 1991-06-21,660, A,39.8, A,70.8, A,0.162, A,0.2888, A
USGS,4193500, 1991-06-22,498, A,52.1, A,69.4, A,0.16, A,0.2143, A
USGS,4193500, 1991-06-23,546, A,62.1, A,93, A,0.165, A,0.2438, A
USGS,4193500, 1991-06-24,527, A,59.6, A,85.6, A,0.153, A,0.2179, A
USGS,4193500, 1991-06-25,513, A,52.7, A,73.1, A,0.124, A,0.1706, A
USGS,4193500, 1991-06-26,551, A,56.8, A,84.8, A,0.111, A,0.1647, A
USGS,4193500, 1991-06-27,708, A,72.9, A,140, A,0.115, A,0.2198, A
USGS,4193500, 1991-06-28,563, A,58.9, A,89.9, A,0.131, A,0.1995, A
USGS,4193500, 1991-06-29,407, A,42.8, A,47.7, A,0.119, A,0.1309, A
USGS,4193500, 1991-06-30,390, A,42.1, A,45.1, A,0.111, A,0.117, A
USGS,4193500, 1991-07-01,303, A,31.4, A,26.4, A,0.12, A,0.0978, A
USGS,4193500, 1991-07-02,477, A,29, A,38.5, A,0.0943, A,0.1175, A
USGS,4193500, 1991-07-03,1490, A,34.4, A,139, A,0.102, A,0.4164, A
USGS,4193500, 1991-07-04,2000, A,41.3, A,224, A,0.115, A,0.622, A
USGS,4193500, 1991-07-05,1700, A,60, A,274, A,0.137, A,0.628, A
USGS,4193500, 1991-07-06,1280, A,58.1, A,201, A,0.139, A,0.4803, A
USGS,4193500, 1991-07-07,1270, A,47.2, A,162, A,0.151, A,0.515, A
USGS,4193500, 1991-07-08,840, A,38.2, A,87.1, A,0.158, A,0.3592, A
USGS,4193500, 1991-07-09,744, A,29.5, A,59.4, A,0.172, A,0.3452, A
USGS,4193500, 1991-07-10,634, A,31.5, A,53.9, A,0.191, A,0.3263, A
USGS,4193500, 1991-07-11,606, A,29.3, A,48.1, A,0.176, A,0.2889, A
USGS,4193500, 1991-07-12,472, A,32.6, A,41.5, A,0.17, A,0.2167, A
USGS,4193500, 1991-07-13,566, A,32.2, A,48.9, A,0.171, A,0.2614, A
USGS,4193500, 1991-07-14,456, A,38.5, A,47.5, A,0.161, A,0.1977, A
USGS,4193500, 1991-07-15,424, A,27.6, A,31.8, A,0.126, A,0.1445, A
USGS,4193500, 1991-07-16,403, A,18.1, A,19.7, A,0.116, A,0.1258, A
USGS,4193500, 1991-07-17,402, A,22.1, A,24, A,0.138, A,0.1501, A
USGS,4193500, 1991-07-18,320, A,17.6, A,15.4, A,0.132, A,0.1143, A
USGS,4193500, 1991-07-19,321, A,18.1, A,15.7, A,0.136, A,0.1179, A
USGS,4193500, 1991-07-20,316, A,20.7, A,17.7, A,0.131, A,0.112, A
USGS,4193500, 1991-07-21,309, A,23.7, A,19.7, A,0.14, A,0.1166, A
USGS,4193500, 1991-07-22,350, A,25.7, A,24.3, A,0.139, A,0.1316, A
USGS,4193500, 1991-07-23,414, A,28, A,31.4, A,0.128, A,0.1431, A
USGS,4193500, 1991-07-24,348, A,26.3, A,25.7, A,0.13, A,0.1212, A
USGS,4193500, 1991-07-25,227, A,23.3, A,14.3, A,0.117, A,0.072, A
USGS,4193500, 1991-07-26,217, A,23.6, A,13.8, A,0.122, A,0.0706, A
USGS,4193500, 1991-07-27,230, A,23.9, A,14.9, A,0.139, A,0.0867, A
USGS,4193500, 1991-07-28,296, A,25.4, A,20.3, A,0.14, A,0.1118, A
USGS,4193500, 1991-07-29,325, A,25.9, A,22.7, A,0.135, A,0.1188, A
USGS,4193500, 1991-07-30,342, A,23.7, A,21.9, A,0.135, A,0.1247, A
USGS,4193500, 1991-07-31,282, A,23.6, A,18, A,0.148, A,0.1122, A
USGS,4193500, 1991-08-01,243, A,21.6, A,14.2, A,0.144, A,0.0945, A
USGS,4193500, 1991-08-02,184, A,19.1, A,9.55, A,0.127, A,0.0638, A
USGS,4193500, 1991-08-03,342, A,30.6, A,30.7, A,0.135, A,0.1266, A
USGS,4193500, 1991-08-04,385, A,26, A,27.3, A,0.131, A,0.1363, A
USGS,4193500, 1991-08-05,281, A,22.4, A,17, A,0.127, A,0.0964, A
USGS,4193500, 1991-08-06,224, A,20.6, A,12.5, A,0.144, A,0.0861, A
USGS,4193500, 1991-08-07,202, A,20.7, A,11.3, A,0.151, A,0.0823, A
USGS,4193500, 1991-08-08,226, A,23, A,14.1, A,0.146, A,0.0892, A
USGS,4193500, 1991-08-09,317, A,32.7, A,28.4, A,0.135, A,0.1151, A
USGS,4193500, 1991-08-10,357, A,27, A,25.9, A,0.117, A,0.113, A
USGS,4193500, 1991-08-11,494, A,29.6, A,40.7, A,0.118, A,0.1576, A
USGS,4193500, 1991-08-12,568, A,37.5, A,57.5, A,0.14, A,0.2137, A
